id,page_id,position,block_type,text_body,image_asset_id,image_alt,video_asset_id,video_duration_sec,embed_url
6998,1404,1,video,,,,3497,484,
6999,1404,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7000,1404,3,image,,689,Descriptive typography placeholder text for asset 689,,,
7001,1404,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7002,1404,5,image,,2445,Descriptive typography placeholder text for asset 2445,,,
7003,1405,1,image,,756,Descriptive typography placeholder text for asset 756,,,
7004,1405,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7005,1405,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7006,1405,4,video,,,,3948,92,
7007,1405,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7008,1406,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7009,1406,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7010,1406,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7011,1406,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7012,1406,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7013,1406,6,embed,,,,,,https://player.vimeo.com/video/76979870
7014,1407,1,embed,,,,,,https://slideshare.net/embed/123
7015,1407,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7016,1407,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7017,1408,1,video,,,,420,214,
7018,1408,2,video,,,,1634,395,
7019,1408,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7020,1408,4,video,,,,1043,231,
7021,1408,5,image,,2644,Descriptive typography placeholder text for asset 2644,,,
7022,1408,6,embed,,,,,,https://slideshare.net/embed/123
7023,1408,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7024,1409,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7025,1409,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7026,1409,3,image,,1697,Descriptive typography placeholder text for asset 1697,,,
7027,1409,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7028,1409,5,video,,,,1870,476,
7029,1409,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7030,1409,7,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7031,1410,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7032,1410,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7033,1410,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7034,1410,4,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7035,1410,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7036,1410,6,image,,3628,Descriptive typography placeholder text for asset 3628,,,
7037,1410,7,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7038,1411,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7039,1411,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7040,1411,3,image,,4799,Descriptive typography placeholder text for asset 4799,,,
7041,1411,4,video,,,,4465,359,
7042,1412,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7043,1412,2,image,,929,Descriptive typography placeholder text for asset 929,,,
7044,1412,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7045,1412,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7046,1412,5,image,,419,Descriptive typography placeholder text for asset 419,,,
7047,1412,6,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7048,1412,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7049,1413,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7050,1413,2,video,,,,2902,229,
7051,1413,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7052,1413,4,video,,,,2732,209,
7053,1414,1,video,,,,2886,302,
7054,1414,2,image,,2993,Descriptive typography placeholder text for asset 2993,,,
7055,1414,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7056,1414,4,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7057,1414,5,image,,4179,Descriptive typography placeholder text for asset 4179,,,
7058,1414,6,video,,,,1194,243,
7059,1415,1,video,,,,1139,538,
7060,1415,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7061,1415,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7062,1415,4,image,,753,Descriptive typography placeholder text for asset 753,,,
7063,1415,5,video,,,,4019,143,
7064,1415,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7065,1415,7,image,,3439,Descriptive typography placeholder text for asset 3439,,,
7066,1416,1,embed,,,,,,https://slideshare.net/embed/123
7067,1416,2,image,,3692,Descriptive typography placeholder text for asset 3692,,,
7068,1416,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7069,1417,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7070,1417,2,image,,929,Descriptive typography placeholder text for asset 929,,,
7071,1417,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7072,1417,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7073,1417,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7074,1417,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7075,1418,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7076,1418,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7077,1418,3,image,,2818,Descriptive typography placeholder text for asset 2818,,,
7078,1418,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7079,1419,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7080,1419,2,image,,1197,Descriptive typography placeholder text for asset 1197,,,
7081,1419,3,video,,,,4390,394,
7082,1419,4,image,,848,Descriptive typography placeholder text for asset 848,,,
7083,1420,1,video,,,,1056,56,
7084,1420,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7085,1420,3,video,,,,4780,347,
7086,1421,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7087,1421,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7088,1421,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7089,1421,4,image,,2477,Descriptive typography placeholder text for asset 2477,,,
7090,1421,5,image,,3139,Descriptive typography placeholder text for asset 3139,,,
7091,1422,1,image,,1604,Descriptive typography placeholder text for asset 1604,,,
7092,1422,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7093,1422,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7094,1422,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7095,1422,5,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7096,1422,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7097,1423,1,embed,,,,,,https://slideshare.net/embed/123
7098,1423,2,image,,1659,Descriptive typography placeholder text for asset 1659,,,
7099,1423,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7100,1424,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7101,1424,2,image,,4492,Descriptive typography placeholder text for asset 4492,,,
7102,1424,3,video,,,,1390,55,
7103,1424,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7104,1424,5,image,,1988,Descriptive typography placeholder text for asset 1988,,,
7105,1425,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7106,1425,2,image,,625,Descriptive typography placeholder text for asset 625,,,
7107,1425,3,image,,2548,Descriptive typography placeholder text for asset 2548,,,
7108,1425,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7109,1425,5,embed,,,,,,https://player.vimeo.com/video/76979870
7110,1425,6,video,,,,534,257,
7111,1426,1,image,,1566,Descriptive typography placeholder text for asset 1566,,,
7112,1426,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7113,1426,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7114,1427,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7115,1427,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7116,1427,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7117,1427,4,image,,2202,Descriptive typography placeholder text for asset 2202,,,
7118,1428,1,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7119,1428,2,video,,,,1711,535,
7120,1428,3,image,,3812,Descriptive typography placeholder text for asset 3812,,,
7121,1428,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7122,1428,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7123,1428,6,video,,,,1125,67,
7124,1428,7,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7125,1429,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7126,1429,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7127,1429,3,video,,,,4762,329,
7128,1430,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7129,1430,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7130,1430,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7131,1430,4,image,,429,Descriptive typography placeholder text for asset 429,,,
7132,1430,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7133,1431,1,image,,4433,Descriptive typography placeholder text for asset 4433,,,
7134,1431,2,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7135,1431,3,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7136,1431,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7137,1431,5,image,,500,Descriptive typography placeholder text for asset 500,,,
7138,1431,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7139,1432,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7140,1432,2,image,,705,Descriptive typography placeholder text for asset 705,,,
7141,1432,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7142,1432,4,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7143,1432,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7144,1432,6,image,,2426,Descriptive typography placeholder text for asset 2426,,,
7145,1433,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7146,1433,2,image,,2950,Descriptive typography placeholder text for asset 2950,,,
7147,1433,3,embed,,,,,,https://player.vimeo.com/video/76979870
7148,1434,1,image,,4217,Descriptive typography placeholder text for asset 4217,,,
7149,1434,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7150,1434,3,image,,4751,Descriptive typography placeholder text for asset 4751,,,
7151,1434,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7152,1434,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7153,1434,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7154,1434,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7155,1435,1,image,,4736,Descriptive typography placeholder text for asset 4736,,,
7156,1435,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7157,1435,3,embed,,,,,,https://player.vimeo.com/video/76979870
7158,1435,4,image,,2973,Descriptive typography placeholder text for asset 2973,,,
7159,1435,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7160,1436,1,image,,614,Descriptive typography placeholder text for asset 614,,,
7161,1436,2,video,,,,3696,135,
7162,1436,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7163,1436,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7164,1436,5,embed,,,,,,https://www.youtube.com/embed/dQw4w9WgXcQ
7165,1436,6,image,,1662,Descriptive typography placeholder text for asset 1662,,,
7166,1436,7,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7167,1437,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7168,1437,2,video,,,,3279,454,
7169,1437,3,video,,,,3680,67,
7170,1437,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7171,1437,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7172,1437,6,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7173,1437,7,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7174,1438,1,embed,,,,,,https://slideshare.net/embed/123
7175,1438,2,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7176,1438,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7177,1438,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7178,1438,5,image,,2018,Descriptive typography placeholder text for asset 2018,,,
7179,1438,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7180,1438,7,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7181,1439,1,video,,,,289,161,
7182,1439,2,video,,,,3636,353,
7183,1439,3,image,,304,Descriptive typography placeholder text for asset 304,,,
7184,1439,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7185,1439,5,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7186,1440,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7187,1440,2,video,,,,3522,46,
7188,1440,3,video,,,,2825,23,
7189,1440,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7190,1441,1,image,,470,Descriptive typography placeholder text for asset 470,,,
7191,1441,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7192,1441,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7193,1441,4,video,,,,2286,377,
7194,1441,5,image,,2942,Descriptive typography placeholder text for asset 2942,,,
7195,1442,1,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7196,1442,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7197,1442,3,image,,825,Descriptive typography placeholder text for asset 825,,,
7198,1442,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7199,1443,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7200,1443,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7201,1443,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7202,1443,4,image,,134,Descriptive typography placeholder text for asset 134,,,
7203,1443,5,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7204,1443,6,image,,4640,Descriptive typography placeholder text for asset 4640,,,
7205,1443,7,image,,1752,Descriptive typography placeholder text for asset 1752,,,
7206,1444,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7207,1444,2,embed,,,,,,https://slideshare.net/embed/123
7208,1444,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7209,1445,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7210,1445,2,embed,,,,,,https://player.vimeo.com/video/76979870
7211,1445,3,image,,2294,Descriptive typography placeholder text for asset 2294,,,
7212,1445,4,image,,1128,Descriptive typography placeholder text for asset 1128,,,
7213,1445,5,image,,466,Descriptive typography placeholder text for asset 466,,,
7214,1446,1,video,,,,4009,485,
7215,1446,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7216,1446,3,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7217,1446,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7218,1447,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7219,1447,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7220,1447,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7221,1448,1,image,,4301,Descriptive typography placeholder text for asset 4301,,,
7222,1448,2,video,,,,1816,187,
7223,1448,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7224,1448,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7225,1448,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7226,1449,1,image,,4392,Descriptive typography placeholder text for asset 4392,,,
7227,1449,2,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7228,1449,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7229,1449,4,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7230,1449,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7231,1450,1,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7232,1450,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7233,1450,3,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7234,1451,1,image,,506,Descriptive typography placeholder text for asset 506,,,
7235,1451,2,embed,,,,,,https://player.vimeo.com/video/76979870
7236,1451,3,image,,4783,Descriptive typography placeholder text for asset 4783,,,
7237,1451,4,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7238,1451,5,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7239,1451,6,image,,1306,Descriptive typography placeholder text for asset 1306,,,
7240,1451,7,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7241,1452,1,image,,2989,Descriptive typography placeholder text for asset 2989,,,
7242,1452,2,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7243,1452,3,video,,,,2687,495,
7244,1452,4,image,,1730,Descriptive typography placeholder text for asset 1730,,,
7245,1452,5,embed,,,,,,https://player.vimeo.com/video/76979870
7246,1453,1,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7247,1453,2,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7248,1453,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7249,1453,4,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7250,1454,1,video,,,,3495,527,
7251,1454,2,embed,,,,,,https://player.vimeo.com/video/76979870
7252,1454,3,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7253,1455,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7254,1455,2,image,,1141,Descriptive typography placeholder text for asset 1141,,,
7255,1455,3,embed,,,,,,https://player.vimeo.com/video/76979870
7256,1456,1,image,,3293,Descriptive typography placeholder text for asset 3293,,,
7257,1456,2,video,,,,3983,505,
7258,1456,3,video,,,,562,509,
7259,1456,4,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7260,1456,5,text,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.",,,,,
7261,1457,1,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7262,1457,2,text,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.",,,,,
7263,1457,3,embed,,,,,,https://slideshare.net/embed/123
7264,1457,4,image,,914,Descriptive typography placeholder text for asset 914,,,
7265,1457,5,image,,1795,Descriptive typography placeholder text for asset 1795,,,
7266,1457,6,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7267,1457,7,video,,,,3856,569,
7268,1458,1,text,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam.",,,,,
7269,1458,2,image,,60,Descriptive typography placeholder text for asset 60,,,
7270,1458,3,image,,890,Descriptive typography placeholder text for asset 890,,,
7271,1458,4,image,,1751,Descriptive typography placeholder text for asset 1751,,,
7272,1459,1,image,,2745,Descriptive typography placeholder text for asset 2745,,,
7273,1459,2,image,,1694,Descriptive typography placeholder text for asset 1694,,,
7274,1459,3,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
7275,1459,4,video,,,,748,46,
7276,1459,5,text,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,,,,
7277,1459,6,text,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.,,,,,
