ticket_id,customer_id,assigned_employee_id,subject,status,priority,created_at
522,1398,616,System Connection Interruption Ticket Reference Ref #522,OPEN,CRITICAL,2021-10-07 03:23:02
523,181,172,System Connection Interruption Ticket Reference Ref #523,RESOLVED,MEDIUM,2024-07-20 06:40:14
524,861,942,System Connection Interruption Ticket Reference Ref #524,OPEN,LOW,2024-06-12 20:28:59
525,629,414,System Connection Interruption Ticket Reference Ref #525,OPEN,LOW,2025-03-04 00:10:40
526,379,126,System Connection Interruption Ticket Reference Ref #526,OPEN,HIGH,2024-08-25 18:11:21
527,1338,433,System Connection Interruption Ticket Reference Ref #527,IN_PROGRESS,MEDIUM,2025-06-18 23:01:14
528,1373,1129,System Connection Interruption Ticket Reference Ref #528,IN_PROGRESS,LOW,2025-12-04 21:30:50
529,766,607,System Connection Interruption Ticket Reference Ref #529,IN_PROGRESS,MEDIUM,2024-06-10 06:28:27
530,2336,348,System Connection Interruption Ticket Reference Ref #530,CLOSED,HIGH,2023-09-09 17:27:17
531,73,183,System Connection Interruption Ticket Reference Ref #531,IN_PROGRESS,MEDIUM,2021-06-23 05:25:14
532,2394,722,System Connection Interruption Ticket Reference Ref #532,RESOLVED,MEDIUM,2024-12-13 12:29:01
533,269,595,System Connection Interruption Ticket Reference Ref #533,IN_PROGRESS,MEDIUM,2025-12-04 03:50:58
534,492,130,System Connection Interruption Ticket Reference Ref #534,RESOLVED,MEDIUM,2022-04-28 08:49:15
535,2070,800,System Connection Interruption Ticket Reference Ref #535,IN_PROGRESS,HIGH,2021-05-16 16:03:56
536,1371,783,System Connection Interruption Ticket Reference Ref #536,CLOSED,CRITICAL,2024-10-18 06:50:21
537,489,190,System Connection Interruption Ticket Reference Ref #537,IN_PROGRESS,LOW,2024-05-21 04:33:43
538,2491,335,System Connection Interruption Ticket Reference Ref #538,OPEN,MEDIUM,2022-01-03 15:31:14
539,779,660,System Connection Interruption Ticket Reference Ref #539,RESOLVED,HIGH,2025-07-30 02:59:29
540,1849,929,System Connection Interruption Ticket Reference Ref #540,RESOLVED,HIGH,2022-10-19 09:03:38
541,1251,485,System Connection Interruption Ticket Reference Ref #541,IN_PROGRESS,MEDIUM,2023-10-07 01:08:55
542,182,221,System Connection Interruption Ticket Reference Ref #542,OPEN,MEDIUM,2022-11-12 22:33:16
543,1724,843,System Connection Interruption Ticket Reference Ref #543,CLOSED,MEDIUM,2023-10-11 19:57:25
544,1116,931,System Connection Interruption Ticket Reference Ref #544,OPEN,HIGH,2023-12-14 03:51:12
545,380,556,System Connection Interruption Ticket Reference Ref #545,IN_PROGRESS,LOW,2024-06-24 00:00:15
546,2263,343,System Connection Interruption Ticket Reference Ref #546,OPEN,LOW,2023-06-21 08:08:56
547,351,848,System Connection Interruption Ticket Reference Ref #547,CLOSED,CRITICAL,2025-05-28 11:15:38
548,125,722,System Connection Interruption Ticket Reference Ref #548,CLOSED,MEDIUM,2021-08-13 07:51:13
549,295,1175,System Connection Interruption Ticket Reference Ref #549,OPEN,CRITICAL,2023-02-02 10:36:28
550,1843,641,System Connection Interruption Ticket Reference Ref #550,CLOSED,LOW,2023-08-20 09:01:53
551,1145,379,System Connection Interruption Ticket Reference Ref #551,CLOSED,CRITICAL,2022-07-09 11:15:49
552,1311,814,System Connection Interruption Ticket Reference Ref #552,OPEN,HIGH,2025-06-19 08:19:39
553,1395,50,System Connection Interruption Ticket Reference Ref #553,OPEN,CRITICAL,2022-08-16 20:49:10
554,2115,619,System Connection Interruption Ticket Reference Ref #554,RESOLVED,MEDIUM,2024-12-25 10:13:17
555,880,930,System Connection Interruption Ticket Reference Ref #555,IN_PROGRESS,HIGH,2024-02-26 06:03:36
556,1805,195,System Connection Interruption Ticket Reference Ref #556,IN_PROGRESS,LOW,2021-09-09 10:20:15
557,1187,312,System Connection Interruption Ticket Reference Ref #557,CLOSED,LOW,2021-02-27 21:28:10
558,1069,1056,System Connection Interruption Ticket Reference Ref #558,IN_PROGRESS,LOW,2021-09-06 08:11:21
559,46,1193,System Connection Interruption Ticket Reference Ref #559,CLOSED,CRITICAL,2022-07-10 08:03:44
560,552,367,System Connection Interruption Ticket Reference Ref #560,CLOSED,CRITICAL,2024-11-07 22:53:09
561,802,182,System Connection Interruption Ticket Reference Ref #561,OPEN,LOW,2024-02-06 04:28:39
562,1898,98,System Connection Interruption Ticket Reference Ref #562,OPEN,CRITICAL,2023-02-26 09:46:16
563,2038,279,System Connection Interruption Ticket Reference Ref #563,CLOSED,CRITICAL,2021-02-24 17:22:52
564,989,601,System Connection Interruption Ticket Reference Ref #564,CLOSED,LOW,2021-02-16 15:43:05
565,249,302,System Connection Interruption Ticket Reference Ref #565,IN_PROGRESS,HIGH,2022-10-26 12:05:34
566,388,263,System Connection Interruption Ticket Reference Ref #566,IN_PROGRESS,MEDIUM,2022-06-20 21:58:19
567,409,17,System Connection Interruption Ticket Reference Ref #567,IN_PROGRESS,MEDIUM,2021-08-26 13:36:22
568,1028,817,System Connection Interruption Ticket Reference Ref #568,IN_PROGRESS,HIGH,2024-10-30 16:49:33
569,623,620,System Connection Interruption Ticket Reference Ref #569,OPEN,HIGH,2021-06-25 21:27:18
570,1364,786,System Connection Interruption Ticket Reference Ref #570,OPEN,MEDIUM,2021-03-24 04:19:16
571,1478,869,System Connection Interruption Ticket Reference Ref #571,OPEN,CRITICAL,2022-08-07 07:24:07
572,1072,366,System Connection Interruption Ticket Reference Ref #572,IN_PROGRESS,MEDIUM,2024-01-15 01:28:20
573,2287,465,System Connection Interruption Ticket Reference Ref #573,CLOSED,CRITICAL,2021-06-03 18:19:37
574,1512,107,System Connection Interruption Ticket Reference Ref #574,RESOLVED,LOW,2022-05-31 14:54:31
575,1743,519,System Connection Interruption Ticket Reference Ref #575,RESOLVED,LOW,2022-02-03 22:13:34
576,2108,838,System Connection Interruption Ticket Reference Ref #576,IN_PROGRESS,LOW,2021-12-10 19:34:39
577,993,37,System Connection Interruption Ticket Reference Ref #577,OPEN,LOW,2025-09-09 00:45:11
578,944,861,System Connection Interruption Ticket Reference Ref #578,CLOSED,HIGH,2024-09-02 11:49:48
579,995,214,System Connection Interruption Ticket Reference Ref #579,CLOSED,MEDIUM,2022-05-01 05:03:22
580,2282,829,System Connection Interruption Ticket Reference Ref #580,CLOSED,CRITICAL,2024-07-12 22:14:18
581,1463,866,System Connection Interruption Ticket Reference Ref #581,CLOSED,LOW,2024-06-06 21:20:32
582,179,30,System Connection Interruption Ticket Reference Ref #582,CLOSED,MEDIUM,2021-03-02 09:45:17
583,5,1102,System Connection Interruption Ticket Reference Ref #583,CLOSED,MEDIUM,2021-06-02 04:07:59
584,563,327,System Connection Interruption Ticket Reference Ref #584,OPEN,HIGH,2025-11-18 03:32:45
585,2087,961,System Connection Interruption Ticket Reference Ref #585,IN_PROGRESS,LOW,2022-12-23 18:44:14
586,1362,678,System Connection Interruption Ticket Reference Ref #586,IN_PROGRESS,LOW,2024-07-09 20:56:30
587,759,54,System Connection Interruption Ticket Reference Ref #587,OPEN,MEDIUM,2022-05-19 22:26:48
588,686,392,System Connection Interruption Ticket Reference Ref #588,RESOLVED,HIGH,2025-12-25 12:23:27
589,823,847,System Connection Interruption Ticket Reference Ref #589,CLOSED,MEDIUM,2025-08-18 03:19:00
590,2026,959,System Connection Interruption Ticket Reference Ref #590,CLOSED,CRITICAL,2023-10-14 06:52:28
591,170,573,System Connection Interruption Ticket Reference Ref #591,OPEN,CRITICAL,2022-01-12 06:38:03
592,1144,1068,System Connection Interruption Ticket Reference Ref #592,RESOLVED,MEDIUM,2025-10-06 16:46:19
593,1161,401,System Connection Interruption Ticket Reference Ref #593,CLOSED,LOW,2023-02-19 01:54:43
594,1258,656,System Connection Interruption Ticket Reference Ref #594,RESOLVED,CRITICAL,2021-12-22 20:16:14
595,756,740,System Connection Interruption Ticket Reference Ref #595,CLOSED,HIGH,2021-10-31 02:37:32
596,1702,945,System Connection Interruption Ticket Reference Ref #596,RESOLVED,MEDIUM,2022-11-01 04:31:32
597,1664,1101,System Connection Interruption Ticket Reference Ref #597,OPEN,MEDIUM,2022-03-01 21:43:07
598,1492,79,System Connection Interruption Ticket Reference Ref #598,OPEN,CRITICAL,2021-03-25 02:51:09
599,1602,726,System Connection Interruption Ticket Reference Ref #599,OPEN,LOW,2021-08-22 21:42:43
600,1922,30,System Connection Interruption Ticket Reference Ref #600,OPEN,LOW,2023-07-14 14:22:06
601,2397,219,System Connection Interruption Ticket Reference Ref #601,RESOLVED,LOW,2023-07-12 12:06:34
602,968,218,System Connection Interruption Ticket Reference Ref #602,CLOSED,HIGH,2021-10-09 13:32:41
603,2496,149,System Connection Interruption Ticket Reference Ref #603,RESOLVED,LOW,2024-07-20 01:51:02
604,1472,566,System Connection Interruption Ticket Reference Ref #604,OPEN,HIGH,2021-10-21 09:18:01
605,1639,319,System Connection Interruption Ticket Reference Ref #605,CLOSED,LOW,2023-07-24 18:34:38
606,166,1149,System Connection Interruption Ticket Reference Ref #606,OPEN,HIGH,2023-07-08 12:41:16
607,1898,1085,System Connection Interruption Ticket Reference Ref #607,RESOLVED,MEDIUM,2021-05-07 18:12:20
608,1190,300,System Connection Interruption Ticket Reference Ref #608,RESOLVED,HIGH,2025-12-16 18:54:43
609,367,610,System Connection Interruption Ticket Reference Ref #609,CLOSED,LOW,2021-03-15 13:45:33
610,1725,23,System Connection Interruption Ticket Reference Ref #610,OPEN,CRITICAL,2023-09-01 23:28:07
611,271,29,System Connection Interruption Ticket Reference Ref #611,CLOSED,HIGH,2024-11-21 22:26:11
612,2324,14,System Connection Interruption Ticket Reference Ref #612,RESOLVED,MEDIUM,2024-07-05 19:48:59
613,2162,947,System Connection Interruption Ticket Reference Ref #613,RESOLVED,CRITICAL,2025-11-16 00:28:31
614,2207,657,System Connection Interruption Ticket Reference Ref #614,IN_PROGRESS,HIGH,2023-02-06 23:11:43
615,1493,865,System Connection Interruption Ticket Reference Ref #615,RESOLVED,LOW,2023-12-27 12:17:31
616,1595,165,System Connection Interruption Ticket Reference Ref #616,CLOSED,MEDIUM,2021-04-17 06:54:34
617,893,643,System Connection Interruption Ticket Reference Ref #617,OPEN,LOW,2021-01-11 21:27:12
618,2466,879,System Connection Interruption Ticket Reference Ref #618,IN_PROGRESS,HIGH,2021-08-12 15:16:32
619,1910,561,System Connection Interruption Ticket Reference Ref #619,RESOLVED,HIGH,2022-12-23 14:33:39
620,2125,953,System Connection Interruption Ticket Reference Ref #620,RESOLVED,MEDIUM,2025-12-26 22:45:58
621,30,433,System Connection Interruption Ticket Reference Ref #621,OPEN,HIGH,2025-03-18 02:04:56
622,2060,965,System Connection Interruption Ticket Reference Ref #622,IN_PROGRESS,MEDIUM,2021-05-06 15:35:18
623,959,1006,System Connection Interruption Ticket Reference Ref #623,CLOSED,LOW,2023-03-02 12:53:17
624,1070,675,System Connection Interruption Ticket Reference Ref #624,RESOLVED,LOW,2022-04-20 22:59:45
625,1480,325,System Connection Interruption Ticket Reference Ref #625,RESOLVED,HIGH,2024-11-26 04:12:17
626,550,437,System Connection Interruption Ticket Reference Ref #626,RESOLVED,CRITICAL,2022-04-25 18:28:40
627,2057,807,System Connection Interruption Ticket Reference Ref #627,OPEN,CRITICAL,2022-02-06 17:44:19
628,392,371,System Connection Interruption Ticket Reference Ref #628,IN_PROGRESS,CRITICAL,2023-09-03 03:59:25
629,616,757,System Connection Interruption Ticket Reference Ref #629,OPEN,CRITICAL,2021-03-19 12:05:38
630,2405,532,System Connection Interruption Ticket Reference Ref #630,RESOLVED,HIGH,2024-03-06 17:27:27
631,2498,957,System Connection Interruption Ticket Reference Ref #631,OPEN,HIGH,2021-01-11 08:53:30
632,2083,291,System Connection Interruption Ticket Reference Ref #632,CLOSED,HIGH,2023-07-28 00:43:03
633,949,598,System Connection Interruption Ticket Reference Ref #633,CLOSED,LOW,2021-10-28 08:04:05
634,103,875,System Connection Interruption Ticket Reference Ref #634,OPEN,LOW,2021-08-26 02:08:11
635,1148,781,System Connection Interruption Ticket Reference Ref #635,OPEN,HIGH,2024-05-24 11:48:58
636,398,421,System Connection Interruption Ticket Reference Ref #636,OPEN,MEDIUM,2025-08-15 13:37:52
637,2266,321,System Connection Interruption Ticket Reference Ref #637,CLOSED,MEDIUM,2022-10-06 09:24:13
638,1314,15,System Connection Interruption Ticket Reference Ref #638,CLOSED,LOW,2025-07-17 12:31:08
639,1630,699,System Connection Interruption Ticket Reference Ref #639,RESOLVED,CRITICAL,2024-10-16 05:57:48
640,1486,629,System Connection Interruption Ticket Reference Ref #640,OPEN,CRITICAL,2024-11-04 02:48:01
641,1494,1072,System Connection Interruption Ticket Reference Ref #641,CLOSED,HIGH,2024-01-21 04:24:21
642,2453,48,System Connection Interruption Ticket Reference Ref #642,RESOLVED,LOW,2025-02-24 23:06:48
643,1662,295,System Connection Interruption Ticket Reference Ref #643,IN_PROGRESS,LOW,2023-08-06 05:55:07
644,176,892,System Connection Interruption Ticket Reference Ref #644,OPEN,HIGH,2025-12-24 23:04:20
645,2370,1020,System Connection Interruption Ticket Reference Ref #645,OPEN,MEDIUM,2022-01-18 11:36:48
646,260,309,System Connection Interruption Ticket Reference Ref #646,IN_PROGRESS,MEDIUM,2022-10-28 17:37:28
647,1721,554,System Connection Interruption Ticket Reference Ref #647,OPEN,HIGH,2025-05-06 01:35:32
648,1405,219,System Connection Interruption Ticket Reference Ref #648,RESOLVED,HIGH,2024-10-27 00:15:58
649,1946,605,System Connection Interruption Ticket Reference Ref #649,RESOLVED,LOW,2022-03-06 12:51:23
650,574,654,System Connection Interruption Ticket Reference Ref #650,RESOLVED,HIGH,2025-04-13 12:50:05
651,1667,294,System Connection Interruption Ticket Reference Ref #651,CLOSED,CRITICAL,2024-05-15 03:26:45
652,1557,539,System Connection Interruption Ticket Reference Ref #652,OPEN,MEDIUM,2024-08-15 10:23:28
653,2308,755,System Connection Interruption Ticket Reference Ref #653,CLOSED,HIGH,2024-01-15 11:14:15
654,2287,758,System Connection Interruption Ticket Reference Ref #654,IN_PROGRESS,HIGH,2024-06-08 10:30:16
655,2417,492,System Connection Interruption Ticket Reference Ref #655,CLOSED,CRITICAL,2025-08-21 22:28:35
656,1648,305,System Connection Interruption Ticket Reference Ref #656,OPEN,CRITICAL,2024-06-08 01:13:33
657,2475,698,System Connection Interruption Ticket Reference Ref #657,CLOSED,MEDIUM,2022-08-19 03:18:46
658,664,268,System Connection Interruption Ticket Reference Ref #658,OPEN,MEDIUM,2021-06-08 00:23:01
659,1605,305,System Connection Interruption Ticket Reference Ref #659,CLOSED,HIGH,2022-10-14 06:52:45
660,272,834,System Connection Interruption Ticket Reference Ref #660,CLOSED,HIGH,2023-09-20 17:22:12
661,1037,345,System Connection Interruption Ticket Reference Ref #661,OPEN,MEDIUM,2025-10-30 21:03:09
662,1227,455,System Connection Interruption Ticket Reference Ref #662,CLOSED,LOW,2025-05-04 20:11:09
663,2098,926,System Connection Interruption Ticket Reference Ref #663,CLOSED,MEDIUM,2024-02-27 21:56:11
664,518,560,System Connection Interruption Ticket Reference Ref #664,IN_PROGRESS,CRITICAL,2023-12-18 20:11:31
665,1037,495,System Connection Interruption Ticket Reference Ref #665,OPEN,HIGH,2025-08-17 02:03:46
666,1910,683,System Connection Interruption Ticket Reference Ref #666,RESOLVED,CRITICAL,2021-03-13 15:36:02
667,562,1190,System Connection Interruption Ticket Reference Ref #667,RESOLVED,MEDIUM,2024-12-08 18:28:37
668,2333,276,System Connection Interruption Ticket Reference Ref #668,OPEN,HIGH,2025-09-19 14:17:17
669,2150,712,System Connection Interruption Ticket Reference Ref #669,RESOLVED,HIGH,2023-01-18 21:20:56
670,2408,1067,System Connection Interruption Ticket Reference Ref #670,RESOLVED,HIGH,2021-06-05 13:34:28
671,996,742,System Connection Interruption Ticket Reference Ref #671,OPEN,MEDIUM,2021-04-13 12:10:09
672,1747,86,System Connection Interruption Ticket Reference Ref #672,OPEN,LOW,2021-12-18 19:29:59
673,1574,759,System Connection Interruption Ticket Reference Ref #673,RESOLVED,HIGH,2021-06-04 01:39:24
674,1498,745,System Connection Interruption Ticket Reference Ref #674,CLOSED,LOW,2025-04-26 18:34:22
675,359,329,System Connection Interruption Ticket Reference Ref #675,IN_PROGRESS,HIGH,2025-09-19 10:43:55
676,1697,1036,System Connection Interruption Ticket Reference Ref #676,CLOSED,LOW,2025-09-05 02:07:20
677,1463,92,System Connection Interruption Ticket Reference Ref #677,CLOSED,CRITICAL,2022-01-31 20:02:07
678,231,846,System Connection Interruption Ticket Reference Ref #678,IN_PROGRESS,LOW,2023-02-02 08:45:57
679,525,707,System Connection Interruption Ticket Reference Ref #679,CLOSED,CRITICAL,2022-11-27 06:15:20
680,742,241,System Connection Interruption Ticket Reference Ref #680,IN_PROGRESS,MEDIUM,2021-11-06 19:43:37
681,1763,599,System Connection Interruption Ticket Reference Ref #681,CLOSED,CRITICAL,2023-09-27 02:53:15
682,2369,883,System Connection Interruption Ticket Reference Ref #682,IN_PROGRESS,CRITICAL,2023-08-06 02:57:14
683,2094,1147,System Connection Interruption Ticket Reference Ref #683,RESOLVED,HIGH,2022-10-13 05:28:27
684,931,904,System Connection Interruption Ticket Reference Ref #684,RESOLVED,CRITICAL,2024-10-10 18:13:03
685,416,924,System Connection Interruption Ticket Reference Ref #685,CLOSED,CRITICAL,2024-12-10 05:28:39
686,1238,530,System Connection Interruption Ticket Reference Ref #686,IN_PROGRESS,CRITICAL,2022-09-26 09:03:24
687,916,675,System Connection Interruption Ticket Reference Ref #687,OPEN,MEDIUM,2024-01-24 09:57:24
688,449,1170,System Connection Interruption Ticket Reference Ref #688,OPEN,LOW,2023-06-01 06:18:22
689,1023,965,System Connection Interruption Ticket Reference Ref #689,OPEN,MEDIUM,2022-02-08 06:14:34
690,139,545,System Connection Interruption Ticket Reference Ref #690,IN_PROGRESS,MEDIUM,2021-12-06 15:05:35
691,1597,638,System Connection Interruption Ticket Reference Ref #691,OPEN,CRITICAL,2024-12-03 10:33:08
692,1755,1049,System Connection Interruption Ticket Reference Ref #692,IN_PROGRESS,HIGH,2025-12-01 01:22:09
693,746,727,System Connection Interruption Ticket Reference Ref #693,OPEN,LOW,2025-01-11 17:30:38
694,2076,113,System Connection Interruption Ticket Reference Ref #694,RESOLVED,HIGH,2022-12-25 16:41:24
695,883,1121,System Connection Interruption Ticket Reference Ref #695,RESOLVED,MEDIUM,2022-03-01 13:09:04
696,2081,757,System Connection Interruption Ticket Reference Ref #696,OPEN,LOW,2021-07-09 14:52:13
697,1455,119,System Connection Interruption Ticket Reference Ref #697,CLOSED,HIGH,2025-08-02 08:35:13
698,1539,993,System Connection Interruption Ticket Reference Ref #698,CLOSED,HIGH,2022-02-24 00:49:29
699,551,749,System Connection Interruption Ticket Reference Ref #699,CLOSED,CRITICAL,2025-12-18 11:49:39
700,1998,42,System Connection Interruption Ticket Reference Ref #700,CLOSED,MEDIUM,2023-11-13 06:19:18
701,1558,119,System Connection Interruption Ticket Reference Ref #701,OPEN,MEDIUM,2023-09-05 10:10:02
702,90,864,System Connection Interruption Ticket Reference Ref #702,RESOLVED,LOW,2025-05-30 17:17:42
703,1783,1154,System Connection Interruption Ticket Reference Ref #703,CLOSED,LOW,2025-02-01 22:21:07
704,1053,16,System Connection Interruption Ticket Reference Ref #704,OPEN,LOW,2022-05-06 13:11:53
705,1247,205,System Connection Interruption Ticket Reference Ref #705,CLOSED,MEDIUM,2024-02-18 03:15:27
706,333,572,System Connection Interruption Ticket Reference Ref #706,RESOLVED,MEDIUM,2024-09-18 04:11:38
707,303,522,System Connection Interruption Ticket Reference Ref #707,OPEN,CRITICAL,2021-05-14 08:20:12
708,1156,132,System Connection Interruption Ticket Reference Ref #708,OPEN,LOW,2025-10-19 12:33:53
709,2030,1012,System Connection Interruption Ticket Reference Ref #709,CLOSED,LOW,2021-09-13 12:02:54
710,1595,348,System Connection Interruption Ticket Reference Ref #710,RESOLVED,MEDIUM,2025-07-28 21:10:49
711,684,940,System Connection Interruption Ticket Reference Ref #711,IN_PROGRESS,MEDIUM,2021-08-17 19:33:42
712,1823,665,System Connection Interruption Ticket Reference Ref #712,OPEN,MEDIUM,2022-07-07 20:38:58
713,2276,1186,System Connection Interruption Ticket Reference Ref #713,RESOLVED,MEDIUM,2021-07-17 05:03:25
714,2225,233,System Connection Interruption Ticket Reference Ref #714,RESOLVED,CRITICAL,2022-04-11 21:19:41
715,1794,142,System Connection Interruption Ticket Reference Ref #715,OPEN,LOW,2021-12-31 17:09:37
716,592,443,System Connection Interruption Ticket Reference Ref #716,IN_PROGRESS,HIGH,2022-02-18 10:27:44
717,2490,1012,System Connection Interruption Ticket Reference Ref #717,OPEN,HIGH,2024-02-13 22:19:32
718,276,663,System Connection Interruption Ticket Reference Ref #718,IN_PROGRESS,MEDIUM,2024-09-18 03:40:08
719,227,225,System Connection Interruption Ticket Reference Ref #719,OPEN,HIGH,2024-11-30 06:36:01
720,2399,111,System Connection Interruption Ticket Reference Ref #720,IN_PROGRESS,MEDIUM,2022-06-21 02:55:22
721,1865,862,System Connection Interruption Ticket Reference Ref #721,CLOSED,HIGH,2025-09-01 01:47:48
722,1460,32,System Connection Interruption Ticket Reference Ref #722,IN_PROGRESS,MEDIUM,2023-08-20 23:48:00
723,1923,1089,System Connection Interruption Ticket Reference Ref #723,CLOSED,HIGH,2025-09-12 23:09:07
724,116,659,System Connection Interruption Ticket Reference Ref #724,IN_PROGRESS,MEDIUM,2023-06-14 03:45:27
725,267,1124,System Connection Interruption Ticket Reference Ref #725,RESOLVED,HIGH,2024-11-22 02:32:38
726,1784,293,System Connection Interruption Ticket Reference Ref #726,RESOLVED,LOW,2024-10-07 20:58:31
727,1314,634,System Connection Interruption Ticket Reference Ref #727,RESOLVED,MEDIUM,2022-12-15 07:36:41
728,2339,254,System Connection Interruption Ticket Reference Ref #728,RESOLVED,CRITICAL,2024-12-18 10:13:50
729,296,640,System Connection Interruption Ticket Reference Ref #729,RESOLVED,LOW,2023-06-06 21:41:09
730,1459,634,System Connection Interruption Ticket Reference Ref #730,OPEN,LOW,2023-02-19 10:24:24
731,2013,65,System Connection Interruption Ticket Reference Ref #731,CLOSED,MEDIUM,2025-03-11 10:25:37
732,160,86,System Connection Interruption Ticket Reference Ref #732,OPEN,MEDIUM,2024-07-31 18:24:49
733,2105,66,System Connection Interruption Ticket Reference Ref #733,IN_PROGRESS,HIGH,2022-07-18 15:10:12
734,1088,864,System Connection Interruption Ticket Reference Ref #734,RESOLVED,CRITICAL,2024-01-12 09:23:34
735,701,544,System Connection Interruption Ticket Reference Ref #735,RESOLVED,CRITICAL,2022-07-22 16:56:23
736,406,1013,System Connection Interruption Ticket Reference Ref #736,OPEN,CRITICAL,2025-01-02 09:04:52
737,127,196,System Connection Interruption Ticket Reference Ref #737,CLOSED,MEDIUM,2023-05-11 00:03:51
738,1671,232,System Connection Interruption Ticket Reference Ref #738,RESOLVED,MEDIUM,2022-03-30 16:28:24
739,336,1111,System Connection Interruption Ticket Reference Ref #739,IN_PROGRESS,MEDIUM,2023-05-27 23:10:42
740,2034,1120,System Connection Interruption Ticket Reference Ref #740,CLOSED,HIGH,2022-03-12 14:39:25
741,1536,654,System Connection Interruption Ticket Reference Ref #741,IN_PROGRESS,MEDIUM,2022-04-07 16:39:31
742,999,326,System Connection Interruption Ticket Reference Ref #742,OPEN,MEDIUM,2024-09-25 15:12:02
743,284,915,System Connection Interruption Ticket Reference Ref #743,IN_PROGRESS,HIGH,2024-10-22 09:54:23
744,2250,168,System Connection Interruption Ticket Reference Ref #744,RESOLVED,MEDIUM,2024-04-27 05:27:08
745,2117,1053,System Connection Interruption Ticket Reference Ref #745,IN_PROGRESS,CRITICAL,2024-01-11 18:12:25
746,1139,668,System Connection Interruption Ticket Reference Ref #746,IN_PROGRESS,LOW,2023-03-08 11:36:34
747,384,38,System Connection Interruption Ticket Reference Ref #747,OPEN,CRITICAL,2021-10-25 09:02:31
748,2372,370,System Connection Interruption Ticket Reference Ref #748,IN_PROGRESS,MEDIUM,2022-03-14 14:37:25
749,580,356,System Connection Interruption Ticket Reference Ref #749,CLOSED,MEDIUM,2022-03-06 22:18:08
750,1417,36,System Connection Interruption Ticket Reference Ref #750,CLOSED,CRITICAL,2023-06-13 11:22:58
751,2425,569,System Connection Interruption Ticket Reference Ref #751,CLOSED,CRITICAL,2023-08-14 01:46:31
752,1766,494,System Connection Interruption Ticket Reference Ref #752,CLOSED,HIGH,2021-12-28 12:31:55
753,2194,388,System Connection Interruption Ticket Reference Ref #753,IN_PROGRESS,CRITICAL,2024-10-19 22:59:12
754,1474,813,System Connection Interruption Ticket Reference Ref #754,RESOLVED,MEDIUM,2021-05-11 10:19:11
755,141,917,System Connection Interruption Ticket Reference Ref #755,IN_PROGRESS,MEDIUM,2021-03-13 00:26:36
756,909,1113,System Connection Interruption Ticket Reference Ref #756,CLOSED,MEDIUM,2021-10-05 05:45:58
757,136,710,System Connection Interruption Ticket Reference Ref #757,CLOSED,CRITICAL,2025-04-19 20:16:48
758,300,226,System Connection Interruption Ticket Reference Ref #758,CLOSED,CRITICAL,2024-08-15 07:22:56
759,1086,791,System Connection Interruption Ticket Reference Ref #759,OPEN,LOW,2025-09-17 01:26:26
760,1659,790,System Connection Interruption Ticket Reference Ref #760,RESOLVED,LOW,2022-08-14 20:17:06
761,1164,871,System Connection Interruption Ticket Reference Ref #761,RESOLVED,HIGH,2023-07-06 11:06:28
762,1858,273,System Connection Interruption Ticket Reference Ref #762,OPEN,HIGH,2023-07-13 10:06:45
763,2430,889,System Connection Interruption Ticket Reference Ref #763,IN_PROGRESS,LOW,2025-02-16 23:11:48
764,2043,383,System Connection Interruption Ticket Reference Ref #764,IN_PROGRESS,MEDIUM,2024-09-06 12:37:07
765,358,632,System Connection Interruption Ticket Reference Ref #765,CLOSED,MEDIUM,2025-04-13 13:42:19
766,1,558,System Connection Interruption Ticket Reference Ref #766,IN_PROGRESS,HIGH,2021-02-03 09:33:25
767,2099,1173,System Connection Interruption Ticket Reference Ref #767,CLOSED,LOW,2024-10-08 13:50:41
768,289,737,System Connection Interruption Ticket Reference Ref #768,CLOSED,LOW,2021-05-06 15:14:51
769,1186,965,System Connection Interruption Ticket Reference Ref #769,CLOSED,LOW,2024-02-27 21:09:54
770,724,805,System Connection Interruption Ticket Reference Ref #770,CLOSED,CRITICAL,2022-11-14 12:39:21
771,1482,353,System Connection Interruption Ticket Reference Ref #771,CLOSED,HIGH,2025-12-25 12:47:34
772,922,222,System Connection Interruption Ticket Reference Ref #772,CLOSED,MEDIUM,2024-07-07 06:13:48
773,1505,1180,System Connection Interruption Ticket Reference Ref #773,OPEN,HIGH,2025-01-13 14:32:34
774,2288,626,System Connection Interruption Ticket Reference Ref #774,IN_PROGRESS,LOW,2023-03-08 18:03:53
775,2088,154,System Connection Interruption Ticket Reference Ref #775,RESOLVED,HIGH,2023-12-22 18:30:00
776,2007,267,System Connection Interruption Ticket Reference Ref #776,IN_PROGRESS,CRITICAL,2024-05-02 03:52:01
777,470,993,System Connection Interruption Ticket Reference Ref #777,CLOSED,MEDIUM,2021-09-10 16:29:36
778,1595,865,System Connection Interruption Ticket Reference Ref #778,RESOLVED,HIGH,2022-11-23 05:59:49
779,320,309,System Connection Interruption Ticket Reference Ref #779,OPEN,CRITICAL,2025-05-05 17:31:40
780,937,771,System Connection Interruption Ticket Reference Ref #780,RESOLVED,HIGH,2021-10-07 17:35:28
781,976,175,System Connection Interruption Ticket Reference Ref #781,IN_PROGRESS,CRITICAL,2024-12-03 07:17:38
782,1695,1122,System Connection Interruption Ticket Reference Ref #782,OPEN,LOW,2024-05-03 21:58:40
