id,site_id,name,utm_code,started_at,ended_at
1605,803,Campaign Partner DISPLAY Q4,utm_source=partner&utm_medium=display&utm_campaign=run_803_1,2026-06-02 01:01:19,2026-06-05 02:57:48
1606,803,Campaign Twitter EMAIL Q4,utm_source=twitter&utm_medium=email&utm_campaign=run_803_2,2026-06-01 05:25:21,
1607,804,Campaign Newsletter SOCIAL Q2,utm_source=newsletter&utm_medium=social&utm_campaign=run_804_1,2026-05-31 15:57:11,
1608,804,Campaign Facebook SOCIAL Q4,utm_source=facebook&utm_medium=social&utm_campaign=run_804_2,2026-06-02 06:51:39,
1609,805,Campaign Facebook AFFILIATE Q1,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_805_1,2026-05-30 14:36:26,2026-06-03 09:18:49
1610,805,Campaign Google DISPLAY Q2,utm_source=google&utm_medium=display&utm_campaign=run_805_2,2026-05-31 12:42:09,
1611,806,Campaign Linkedin AFFILIATE Q1,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_806_1,2026-05-31 07:53:03,2026-06-04 15:56:09
1612,806,Campaign Partner SOCIAL Q4,utm_source=partner&utm_medium=social&utm_campaign=run_806_2,2026-06-05 20:53:02,2026-06-13 22:54:51
1613,807,Campaign Linkedin SOCIAL Q1,utm_source=linkedin&utm_medium=social&utm_campaign=run_807_1,2026-06-01 10:57:56,2026-06-06 21:13:06
1614,807,Campaign Google AFFILIATE Q1,utm_source=google&utm_medium=affiliate&utm_campaign=run_807_2,2026-06-03 10:20:28,
1615,808,Campaign Twitter EMAIL Q3,utm_source=twitter&utm_medium=email&utm_campaign=run_808_1,2026-06-03 16:23:40,
1616,808,Campaign Twitter AFFILIATE Q3,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_808_2,2026-06-08 22:11:43,
1617,809,Campaign Partner SOCIAL Q3,utm_source=partner&utm_medium=social&utm_campaign=run_809_1,2026-06-02 11:46:21,2026-06-09 16:55:01
1618,809,Campaign Newsletter DISPLAY Q3,utm_source=newsletter&utm_medium=display&utm_campaign=run_809_2,2026-06-07 03:54:36,2026-06-13 10:18:11
1619,810,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_810_1,2026-05-29 18:09:04,2026-06-07 14:39:14
1620,810,Campaign Linkedin DISPLAY Q3,utm_source=linkedin&utm_medium=display&utm_campaign=run_810_2,2026-06-05 20:32:15,2026-06-10 02:42:10
1621,811,Campaign Google EMAIL Q2,utm_source=google&utm_medium=email&utm_campaign=run_811_1,2026-06-08 04:10:41,2026-06-13 10:07:02
1622,811,Campaign Linkedin EMAIL Q4,utm_source=linkedin&utm_medium=email&utm_campaign=run_811_2,2026-06-01 20:21:54,
1623,812,Campaign Partner AFFILIATE Q3,utm_source=partner&utm_medium=affiliate&utm_campaign=run_812_1,2026-06-02 05:00:42,
1624,812,Campaign Google CPC Q3,utm_source=google&utm_medium=cpc&utm_campaign=run_812_2,2026-06-04 13:24:16,2026-06-07 16:55:27
1625,813,Campaign Google SOCIAL Q4,utm_source=google&utm_medium=social&utm_campaign=run_813_1,2026-06-09 15:32:48,
1626,813,Campaign Twitter CPC Q2,utm_source=twitter&utm_medium=cpc&utm_campaign=run_813_2,2026-06-06 21:53:36,2026-06-13 17:12:29
1627,814,Campaign Facebook DISPLAY Q4,utm_source=facebook&utm_medium=display&utm_campaign=run_814_1,2026-06-07 15:46:21,2026-06-11 13:10:53
1628,814,Campaign Newsletter EMAIL Q3,utm_source=newsletter&utm_medium=email&utm_campaign=run_814_2,2026-05-29 22:28:42,
1629,815,Campaign Facebook CPC Q3,utm_source=facebook&utm_medium=cpc&utm_campaign=run_815_1,2026-06-08 04:56:33,
1630,815,Campaign Twitter DISPLAY Q4,utm_source=twitter&utm_medium=display&utm_campaign=run_815_2,2026-06-07 04:05:25,
1631,816,Campaign Partner EMAIL Q2,utm_source=partner&utm_medium=email&utm_campaign=run_816_1,2026-06-06 10:59:54,
1632,816,Campaign Newsletter DISPLAY Q1,utm_source=newsletter&utm_medium=display&utm_campaign=run_816_2,2026-06-02 18:20:55,
1633,817,Campaign Twitter AFFILIATE Q2,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_817_1,2026-06-04 16:41:57,2026-06-13 13:35:03
1634,817,Campaign Partner EMAIL Q1,utm_source=partner&utm_medium=email&utm_campaign=run_817_2,2026-06-03 15:08:06,
1635,818,Campaign Facebook SOCIAL Q2,utm_source=facebook&utm_medium=social&utm_campaign=run_818_1,2026-06-04 05:05:53,2026-06-08 16:01:24
1636,818,Campaign Facebook SOCIAL Q1,utm_source=facebook&utm_medium=social&utm_campaign=run_818_2,2026-06-05 09:04:14,2026-06-09 20:28:08
1637,819,Campaign Facebook SOCIAL Q1,utm_source=facebook&utm_medium=social&utm_campaign=run_819_1,2026-06-02 17:44:16,
1638,819,Campaign Partner SOCIAL Q1,utm_source=partner&utm_medium=social&utm_campaign=run_819_2,2026-05-30 04:48:13,
1639,820,Campaign Newsletter AFFILIATE Q3,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_820_1,2026-05-30 16:24:32,
1640,820,Campaign Linkedin SOCIAL Q4,utm_source=linkedin&utm_medium=social&utm_campaign=run_820_2,2026-05-31 01:16:05,2026-06-06 13:27:49
1641,821,Campaign Newsletter CPC Q4,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_821_1,2026-06-06 04:59:39,2026-06-15 12:46:41
1642,821,Campaign Newsletter EMAIL Q1,utm_source=newsletter&utm_medium=email&utm_campaign=run_821_2,2026-06-08 17:02:10,
1643,822,Campaign Partner SOCIAL Q3,utm_source=partner&utm_medium=social&utm_campaign=run_822_1,2026-05-28 20:24:11,
1644,822,Campaign Google CPC Q3,utm_source=google&utm_medium=cpc&utm_campaign=run_822_2,2026-06-06 18:07:53,
1645,823,Campaign Newsletter DISPLAY Q2,utm_source=newsletter&utm_medium=display&utm_campaign=run_823_1,2026-05-31 06:29:56,2026-06-03 13:26:38
1646,823,Campaign Facebook AFFILIATE Q1,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_823_2,2026-06-06 08:27:56,2026-06-09 14:20:57
1647,824,Campaign Partner DISPLAY Q2,utm_source=partner&utm_medium=display&utm_campaign=run_824_1,2026-06-07 15:46:04,
1648,824,Campaign Partner EMAIL Q4,utm_source=partner&utm_medium=email&utm_campaign=run_824_2,2026-05-31 06:17:33,
1649,825,Campaign Facebook AFFILIATE Q1,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_825_1,2026-06-08 01:09:48,2026-06-11 22:00:55
1650,825,Campaign Facebook DISPLAY Q3,utm_source=facebook&utm_medium=display&utm_campaign=run_825_2,2026-06-05 02:46:12,2026-06-09 05:59:00
1651,826,Campaign Newsletter EMAIL Q1,utm_source=newsletter&utm_medium=email&utm_campaign=run_826_1,2026-06-02 17:58:30,
1652,826,Campaign Google CPC Q3,utm_source=google&utm_medium=cpc&utm_campaign=run_826_2,2026-06-03 12:00:00,2026-06-11 19:16:07
1653,827,Campaign Linkedin CPC Q4,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_827_1,2026-06-04 23:27:34,
1654,827,Campaign Twitter DISPLAY Q3,utm_source=twitter&utm_medium=display&utm_campaign=run_827_2,2026-06-02 14:50:35,
1655,828,Campaign Twitter CPC Q3,utm_source=twitter&utm_medium=cpc&utm_campaign=run_828_1,2026-06-01 04:27:33,
1656,828,Campaign Google DISPLAY Q1,utm_source=google&utm_medium=display&utm_campaign=run_828_2,2026-06-04 01:01:12,2026-06-07 20:53:57
1657,829,Campaign Partner SOCIAL Q4,utm_source=partner&utm_medium=social&utm_campaign=run_829_1,2026-06-03 07:45:05,
1658,829,Campaign Twitter SOCIAL Q4,utm_source=twitter&utm_medium=social&utm_campaign=run_829_2,2026-05-29 13:06:45,
1659,830,Campaign Google AFFILIATE Q2,utm_source=google&utm_medium=affiliate&utm_campaign=run_830_1,2026-05-30 00:01:37,
1660,830,Campaign Facebook AFFILIATE Q3,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_830_2,2026-05-30 08:22:27,2026-06-06 09:28:44
1661,831,Campaign Newsletter DISPLAY Q1,utm_source=newsletter&utm_medium=display&utm_campaign=run_831_1,2026-05-29 16:15:28,2026-06-08 07:03:32
1662,831,Campaign Linkedin EMAIL Q2,utm_source=linkedin&utm_medium=email&utm_campaign=run_831_2,2026-06-03 15:41:26,2026-06-06 23:02:54
1663,832,Campaign Twitter CPC Q2,utm_source=twitter&utm_medium=cpc&utm_campaign=run_832_1,2026-05-31 02:10:31,2026-06-08 04:11:29
1664,832,Campaign Linkedin SOCIAL Q2,utm_source=linkedin&utm_medium=social&utm_campaign=run_832_2,2026-06-02 03:12:20,
1665,833,Campaign Twitter AFFILIATE Q2,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_833_1,2026-06-04 22:41:45,2026-06-08 14:49:16
1666,833,Campaign Facebook CPC Q4,utm_source=facebook&utm_medium=cpc&utm_campaign=run_833_2,2026-06-09 08:59:02,
1667,834,Campaign Newsletter SOCIAL Q4,utm_source=newsletter&utm_medium=social&utm_campaign=run_834_1,2026-05-30 01:46:24,2026-06-08 21:30:58
1668,834,Campaign Linkedin DISPLAY Q4,utm_source=linkedin&utm_medium=display&utm_campaign=run_834_2,2026-06-06 17:00:06,
1669,835,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_835_1,2026-06-01 13:06:09,
1670,835,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_835_2,2026-06-08 13:32:00,2026-06-11 14:53:17
1671,836,Campaign Twitter DISPLAY Q2,utm_source=twitter&utm_medium=display&utm_campaign=run_836_1,2026-05-30 07:01:36,2026-06-05 10:19:45
1672,836,Campaign Google EMAIL Q1,utm_source=google&utm_medium=email&utm_campaign=run_836_2,2026-06-08 21:34:15,2026-06-13 16:41:07
1673,837,Campaign Twitter CPC Q2,utm_source=twitter&utm_medium=cpc&utm_campaign=run_837_1,2026-06-04 12:43:05,
1674,837,Campaign Twitter EMAIL Q2,utm_source=twitter&utm_medium=email&utm_campaign=run_837_2,2026-06-01 16:42:34,
1675,838,Campaign Newsletter AFFILIATE Q1,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_838_1,2026-05-31 19:38:55,2026-06-04 18:15:28
1676,838,Campaign Newsletter CPC Q1,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_838_2,2026-06-07 09:57:39,2026-06-11 06:56:51
1677,839,Campaign Partner SOCIAL Q4,utm_source=partner&utm_medium=social&utm_campaign=run_839_1,2026-06-04 12:15:02,2026-06-13 18:47:32
1678,839,Campaign Facebook EMAIL Q4,utm_source=facebook&utm_medium=email&utm_campaign=run_839_2,2026-05-30 17:09:52,2026-06-03 01:28:33
1679,840,Campaign Twitter AFFILIATE Q1,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_840_1,2026-06-08 10:59:27,2026-06-12 15:33:22
1680,840,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_840_2,2026-06-07 11:13:21,2026-06-16 14:20:30
1681,841,Campaign Google SOCIAL Q4,utm_source=google&utm_medium=social&utm_campaign=run_841_1,2026-06-08 10:25:07,2026-06-17 21:20:37
1682,841,Campaign Google DISPLAY Q1,utm_source=google&utm_medium=display&utm_campaign=run_841_2,2026-06-07 21:16:27,
1683,842,Campaign Linkedin CPC Q4,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_842_1,2026-06-01 08:30:20,
1684,842,Campaign Google EMAIL Q4,utm_source=google&utm_medium=email&utm_campaign=run_842_2,2026-05-31 23:56:42,2026-06-04 13:14:05
1685,843,Campaign Newsletter EMAIL Q3,utm_source=newsletter&utm_medium=email&utm_campaign=run_843_1,2026-06-01 04:42:16,2026-06-07 12:03:08
1686,843,Campaign Twitter EMAIL Q2,utm_source=twitter&utm_medium=email&utm_campaign=run_843_2,2026-06-02 10:45:21,
1687,844,Campaign Facebook EMAIL Q4,utm_source=facebook&utm_medium=email&utm_campaign=run_844_1,2026-06-04 23:37:43,2026-06-12 14:35:20
1688,844,Campaign Twitter EMAIL Q4,utm_source=twitter&utm_medium=email&utm_campaign=run_844_2,2026-06-01 20:30:50,
1689,845,Campaign Partner CPC Q3,utm_source=partner&utm_medium=cpc&utm_campaign=run_845_1,2026-06-03 05:00:30,2026-06-12 05:50:34
1690,845,Campaign Google CPC Q1,utm_source=google&utm_medium=cpc&utm_campaign=run_845_2,2026-06-01 00:55:36,
1691,846,Campaign Google AFFILIATE Q3,utm_source=google&utm_medium=affiliate&utm_campaign=run_846_1,2026-06-05 20:04:24,
1692,846,Campaign Facebook EMAIL Q4,utm_source=facebook&utm_medium=email&utm_campaign=run_846_2,2026-06-02 17:17:36,2026-06-07 09:22:34
1693,847,Campaign Twitter CPC Q4,utm_source=twitter&utm_medium=cpc&utm_campaign=run_847_1,2026-06-04 00:52:39,
1694,847,Campaign Facebook DISPLAY Q1,utm_source=facebook&utm_medium=display&utm_campaign=run_847_2,2026-06-03 15:19:50,2026-06-10 17:32:06
1695,848,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_848_1,2026-06-08 15:39:12,
1696,848,Campaign Newsletter AFFILIATE Q3,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_848_2,2026-05-29 19:14:37,
1697,849,Campaign Google DISPLAY Q2,utm_source=google&utm_medium=display&utm_campaign=run_849_1,2026-05-29 21:12:25,2026-06-06 05:55:49
1698,849,Campaign Newsletter EMAIL Q3,utm_source=newsletter&utm_medium=email&utm_campaign=run_849_2,2026-06-05 18:06:35,
1699,850,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_850_1,2026-06-05 14:53:56,
1700,850,Campaign Google DISPLAY Q4,utm_source=google&utm_medium=display&utm_campaign=run_850_2,2026-06-01 15:40:07,2026-06-09 11:26:50
1701,851,Campaign Google CPC Q1,utm_source=google&utm_medium=cpc&utm_campaign=run_851_1,2026-06-06 09:56:43,
1702,851,Campaign Facebook SOCIAL Q3,utm_source=facebook&utm_medium=social&utm_campaign=run_851_2,2026-06-06 14:07:36,
1703,852,Campaign Partner CPC Q2,utm_source=partner&utm_medium=cpc&utm_campaign=run_852_1,2026-06-05 04:30:13,
1704,852,Campaign Partner EMAIL Q2,utm_source=partner&utm_medium=email&utm_campaign=run_852_2,2026-06-05 08:33:02,
1705,853,Campaign Newsletter DISPLAY Q4,utm_source=newsletter&utm_medium=display&utm_campaign=run_853_1,2026-05-29 01:47:45,2026-06-03 17:52:21
1706,853,Campaign Facebook EMAIL Q4,utm_source=facebook&utm_medium=email&utm_campaign=run_853_2,2026-06-04 09:00:15,
1707,854,Campaign Facebook AFFILIATE Q1,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_854_1,2026-06-04 21:29:20,2026-06-14 20:29:13
1708,854,Campaign Google EMAIL Q3,utm_source=google&utm_medium=email&utm_campaign=run_854_2,2026-05-29 06:08:06,2026-06-05 04:16:50
1709,855,Campaign Google EMAIL Q1,utm_source=google&utm_medium=email&utm_campaign=run_855_1,2026-06-02 02:46:42,
1710,855,Campaign Linkedin DISPLAY Q4,utm_source=linkedin&utm_medium=display&utm_campaign=run_855_2,2026-06-01 03:06:28,2026-06-06 04:41:29
1711,856,Campaign Partner CPC Q3,utm_source=partner&utm_medium=cpc&utm_campaign=run_856_1,2026-06-04 13:56:12,2026-06-11 18:58:21
1712,856,Campaign Facebook CPC Q4,utm_source=facebook&utm_medium=cpc&utm_campaign=run_856_2,2026-06-06 22:44:58,2026-06-10 19:19:31
1713,857,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_857_1,2026-05-29 04:29:46,2026-06-02 06:34:24
1714,857,Campaign Newsletter SOCIAL Q2,utm_source=newsletter&utm_medium=social&utm_campaign=run_857_2,2026-05-30 11:05:53,2026-06-03 15:53:13
1715,858,Campaign Partner SOCIAL Q2,utm_source=partner&utm_medium=social&utm_campaign=run_858_1,2026-05-28 20:12:01,
1716,858,Campaign Google SOCIAL Q2,utm_source=google&utm_medium=social&utm_campaign=run_858_2,2026-06-03 09:54:38,
1717,859,Campaign Linkedin CPC Q4,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_859_1,2026-06-03 19:52:03,2026-06-09 06:53:45
1718,859,Campaign Partner EMAIL Q1,utm_source=partner&utm_medium=email&utm_campaign=run_859_2,2026-06-01 02:20:14,2026-06-08 08:33:08
1719,860,Campaign Newsletter SOCIAL Q1,utm_source=newsletter&utm_medium=social&utm_campaign=run_860_1,2026-06-04 18:55:32,2026-06-09 02:59:03
1720,860,Campaign Linkedin EMAIL Q1,utm_source=linkedin&utm_medium=email&utm_campaign=run_860_2,2026-05-28 18:09:18,2026-06-05 13:50:12
1721,861,Campaign Twitter EMAIL Q2,utm_source=twitter&utm_medium=email&utm_campaign=run_861_1,2026-06-04 05:28:03,
1722,861,Campaign Newsletter DISPLAY Q1,utm_source=newsletter&utm_medium=display&utm_campaign=run_861_2,2026-05-30 06:23:31,
1723,862,Campaign Newsletter EMAIL Q2,utm_source=newsletter&utm_medium=email&utm_campaign=run_862_1,2026-05-31 16:55:21,2026-06-08 01:01:05
1724,862,Campaign Newsletter DISPLAY Q2,utm_source=newsletter&utm_medium=display&utm_campaign=run_862_2,2026-06-02 09:12:13,
1725,863,Campaign Facebook CPC Q3,utm_source=facebook&utm_medium=cpc&utm_campaign=run_863_1,2026-06-09 15:19:22,2026-06-19 13:09:10
1726,863,Campaign Facebook DISPLAY Q2,utm_source=facebook&utm_medium=display&utm_campaign=run_863_2,2026-06-05 03:29:19,2026-06-12 06:40:55
1727,864,Campaign Twitter SOCIAL Q1,utm_source=twitter&utm_medium=social&utm_campaign=run_864_1,2026-06-07 13:45:34,
1728,864,Campaign Partner SOCIAL Q1,utm_source=partner&utm_medium=social&utm_campaign=run_864_2,2026-06-06 01:18:43,2026-06-15 07:19:45
1729,865,Campaign Newsletter EMAIL Q4,utm_source=newsletter&utm_medium=email&utm_campaign=run_865_1,2026-06-06 23:51:49,2026-06-13 02:23:58
1730,865,Campaign Linkedin AFFILIATE Q3,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_865_2,2026-05-31 02:32:05,
1731,866,Campaign Linkedin AFFILIATE Q1,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_866_1,2026-06-01 07:26:06,2026-06-06 18:31:22
1732,866,Campaign Google DISPLAY Q2,utm_source=google&utm_medium=display&utm_campaign=run_866_2,2026-06-02 05:04:15,
1733,867,Campaign Partner SOCIAL Q3,utm_source=partner&utm_medium=social&utm_campaign=run_867_1,2026-06-04 11:11:00,
1734,867,Campaign Linkedin SOCIAL Q2,utm_source=linkedin&utm_medium=social&utm_campaign=run_867_2,2026-06-06 12:08:41,2026-06-14 16:27:23
1735,868,Campaign Linkedin EMAIL Q1,utm_source=linkedin&utm_medium=email&utm_campaign=run_868_1,2026-06-07 12:56:50,
1736,868,Campaign Google SOCIAL Q1,utm_source=google&utm_medium=social&utm_campaign=run_868_2,2026-06-03 22:18:39,
1737,869,Campaign Google EMAIL Q4,utm_source=google&utm_medium=email&utm_campaign=run_869_1,2026-06-09 07:25:12,
1738,869,Campaign Newsletter SOCIAL Q3,utm_source=newsletter&utm_medium=social&utm_campaign=run_869_2,2026-06-06 20:44:03,2026-06-11 10:01:53
1739,870,Campaign Facebook DISPLAY Q2,utm_source=facebook&utm_medium=display&utm_campaign=run_870_1,2026-06-06 03:12:35,
1740,870,Campaign Twitter EMAIL Q3,utm_source=twitter&utm_medium=email&utm_campaign=run_870_2,2026-06-09 01:53:10,
1741,871,Campaign Partner EMAIL Q1,utm_source=partner&utm_medium=email&utm_campaign=run_871_1,2026-06-05 16:12:19,
1742,871,Campaign Linkedin DISPLAY Q1,utm_source=linkedin&utm_medium=display&utm_campaign=run_871_2,2026-05-31 09:46:32,
1743,872,Campaign Partner EMAIL Q4,utm_source=partner&utm_medium=email&utm_campaign=run_872_1,2026-06-08 01:53:49,2026-06-12 23:35:34
1744,872,Campaign Linkedin CPC Q1,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_872_2,2026-05-30 17:12:45,2026-06-04 19:10:07
1745,873,Campaign Twitter DISPLAY Q2,utm_source=twitter&utm_medium=display&utm_campaign=run_873_1,2026-05-30 16:54:50,
1746,873,Campaign Partner DISPLAY Q2,utm_source=partner&utm_medium=display&utm_campaign=run_873_2,2026-05-28 23:36:03,
1747,874,Campaign Linkedin CPC Q1,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_874_1,2026-05-29 01:57:21,2026-06-01 21:30:19
1748,874,Campaign Twitter CPC Q4,utm_source=twitter&utm_medium=cpc&utm_campaign=run_874_2,2026-05-29 20:19:46,2026-06-03 20:20:20
1749,875,Campaign Twitter AFFILIATE Q2,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_875_1,2026-06-06 23:25:33,
1750,875,Campaign Partner AFFILIATE Q3,utm_source=partner&utm_medium=affiliate&utm_campaign=run_875_2,2026-06-05 08:42:42,2026-06-12 09:55:04
1751,876,Campaign Newsletter AFFILIATE Q2,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_876_1,2026-06-02 16:08:24,2026-06-08 17:32:38
1752,876,Campaign Linkedin DISPLAY Q4,utm_source=linkedin&utm_medium=display&utm_campaign=run_876_2,2026-05-31 22:51:44,
1753,877,Campaign Partner EMAIL Q3,utm_source=partner&utm_medium=email&utm_campaign=run_877_1,2026-06-07 09:56:18,2026-06-10 12:12:17
1754,877,Campaign Google DISPLAY Q1,utm_source=google&utm_medium=display&utm_campaign=run_877_2,2026-06-08 14:29:31,
1755,878,Campaign Google CPC Q2,utm_source=google&utm_medium=cpc&utm_campaign=run_878_1,2026-05-31 09:12:57,2026-06-05 14:27:16
1756,878,Campaign Google EMAIL Q4,utm_source=google&utm_medium=email&utm_campaign=run_878_2,2026-06-01 11:46:39,2026-06-09 04:40:28
1757,879,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_879_1,2026-05-30 17:13:38,2026-06-05 13:15:33
1758,879,Campaign Facebook AFFILIATE Q1,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_879_2,2026-06-05 02:47:01,2026-06-13 22:41:15
1759,880,Campaign Google AFFILIATE Q2,utm_source=google&utm_medium=affiliate&utm_campaign=run_880_1,2026-06-05 13:22:13,2026-06-10 04:58:19
1760,880,Campaign Twitter DISPLAY Q4,utm_source=twitter&utm_medium=display&utm_campaign=run_880_2,2026-05-30 05:22:53,
1761,881,Campaign Twitter DISPLAY Q1,utm_source=twitter&utm_medium=display&utm_campaign=run_881_1,2026-05-29 11:53:26,2026-06-06 17:58:42
1762,881,Campaign Linkedin SOCIAL Q4,utm_source=linkedin&utm_medium=social&utm_campaign=run_881_2,2026-05-31 13:26:27,
1763,882,Campaign Partner EMAIL Q2,utm_source=partner&utm_medium=email&utm_campaign=run_882_1,2026-06-03 17:06:34,2026-06-09 12:25:48
1764,882,Campaign Newsletter AFFILIATE Q4,utm_source=newsletter&utm_medium=affiliate&utm_campaign=run_882_2,2026-06-04 08:25:44,2026-06-13 03:12:54
1765,883,Campaign Facebook DISPLAY Q4,utm_source=facebook&utm_medium=display&utm_campaign=run_883_1,2026-06-04 02:12:28,
1766,883,Campaign Linkedin AFFILIATE Q3,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_883_2,2026-06-07 01:40:33,2026-06-11 04:56:36
1767,884,Campaign Partner CPC Q3,utm_source=partner&utm_medium=cpc&utm_campaign=run_884_1,2026-06-02 12:19:48,
1768,884,Campaign Google DISPLAY Q2,utm_source=google&utm_medium=display&utm_campaign=run_884_2,2026-06-01 17:04:27,
1769,885,Campaign Partner DISPLAY Q1,utm_source=partner&utm_medium=display&utm_campaign=run_885_1,2026-06-04 07:37:49,
1770,885,Campaign Twitter CPC Q3,utm_source=twitter&utm_medium=cpc&utm_campaign=run_885_2,2026-06-08 13:33:13,
1771,886,Campaign Linkedin EMAIL Q1,utm_source=linkedin&utm_medium=email&utm_campaign=run_886_1,2026-05-29 22:44:23,
1772,886,Campaign Partner CPC Q4,utm_source=partner&utm_medium=cpc&utm_campaign=run_886_2,2026-06-06 22:56:59,2026-06-13 13:28:18
1773,887,Campaign Partner SOCIAL Q3,utm_source=partner&utm_medium=social&utm_campaign=run_887_1,2026-06-06 05:50:32,
1774,887,Campaign Linkedin SOCIAL Q1,utm_source=linkedin&utm_medium=social&utm_campaign=run_887_2,2026-06-03 14:38:54,
1775,888,Campaign Google EMAIL Q3,utm_source=google&utm_medium=email&utm_campaign=run_888_1,2026-06-07 17:10:15,2026-06-13 20:30:37
1776,888,Campaign Linkedin AFFILIATE Q3,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_888_2,2026-05-30 21:51:12,2026-06-05 02:42:11
1777,889,Campaign Newsletter EMAIL Q3,utm_source=newsletter&utm_medium=email&utm_campaign=run_889_1,2026-05-28 23:44:10,2026-06-03 09:49:29
1778,889,Campaign Newsletter CPC Q2,utm_source=newsletter&utm_medium=cpc&utm_campaign=run_889_2,2026-06-03 23:21:36,
1779,890,Campaign Twitter SOCIAL Q3,utm_source=twitter&utm_medium=social&utm_campaign=run_890_1,2026-05-31 03:20:41,2026-06-05 02:02:59
1780,890,Campaign Twitter SOCIAL Q1,utm_source=twitter&utm_medium=social&utm_campaign=run_890_2,2026-06-07 09:11:04,2026-06-11 07:14:17
1781,891,Campaign Linkedin SOCIAL Q3,utm_source=linkedin&utm_medium=social&utm_campaign=run_891_1,2026-06-02 03:50:12,2026-06-10 20:19:14
1782,891,Campaign Facebook EMAIL Q2,utm_source=facebook&utm_medium=email&utm_campaign=run_891_2,2026-06-04 17:42:26,2026-06-11 18:57:16
1783,892,Campaign Partner DISPLAY Q3,utm_source=partner&utm_medium=display&utm_campaign=run_892_1,2026-06-04 20:02:33,2026-06-09 14:44:34
1784,892,Campaign Partner EMAIL Q2,utm_source=partner&utm_medium=email&utm_campaign=run_892_2,2026-06-06 21:21:44,
1785,893,Campaign Linkedin SOCIAL Q4,utm_source=linkedin&utm_medium=social&utm_campaign=run_893_1,2026-06-03 19:45:52,2026-06-07 18:33:10
1786,893,Campaign Partner CPC Q4,utm_source=partner&utm_medium=cpc&utm_campaign=run_893_2,2026-05-29 05:58:46,2026-06-03 20:01:50
1787,894,Campaign Twitter SOCIAL Q3,utm_source=twitter&utm_medium=social&utm_campaign=run_894_1,2026-06-01 22:59:35,2026-06-09 00:05:52
1788,894,Campaign Linkedin EMAIL Q1,utm_source=linkedin&utm_medium=email&utm_campaign=run_894_2,2026-06-08 02:45:24,
1789,895,Campaign Linkedin CPC Q4,utm_source=linkedin&utm_medium=cpc&utm_campaign=run_895_1,2026-06-09 08:35:09,2026-06-14 08:29:09
1790,895,Campaign Facebook SOCIAL Q2,utm_source=facebook&utm_medium=social&utm_campaign=run_895_2,2026-05-29 15:17:42,
1791,896,Campaign Linkedin AFFILIATE Q4,utm_source=linkedin&utm_medium=affiliate&utm_campaign=run_896_1,2026-06-07 03:18:04,2026-06-12 11:05:51
1792,896,Campaign Twitter AFFILIATE Q1,utm_source=twitter&utm_medium=affiliate&utm_campaign=run_896_2,2026-05-31 16:30:16,
1793,897,Campaign Facebook AFFILIATE Q2,utm_source=facebook&utm_medium=affiliate&utm_campaign=run_897_1,2026-05-29 07:29:50,2026-06-02 19:59:32
1794,897,Campaign Google EMAIL Q4,utm_source=google&utm_medium=email&utm_campaign=run_897_2,2026-06-05 19:25:06,
1795,898,Campaign Linkedin SOCIAL Q1,utm_source=linkedin&utm_medium=social&utm_campaign=run_898_1,2026-06-08 21:40:40,2026-06-12 11:33:35
