id,product_id,variant_sku,color,size,price_cents,weight_grams
7338,2096,PROD-682-2096-VAR3,Black,XS,3507,1322
7339,2097,PROD-195-2097-VAR1,Navy Blue,M,17707,4084
7340,2097,PROD-195-2097-VAR2,Silver,M,20707,707
7341,2098,PROD-117-2098-VAR1,Olive Green,XL,24529,4213
7342,2098,PROD-117-2098-VAR2,Slate Gray,One-Size,25529,3447
7343,2098,PROD-117-2098-VAR3,White,XXL,27029,1713
7344,2098,PROD-117-2098-VAR4,White,L,25529,2573
7345,2099,PROD-495-2099-VAR1,Slate Gray,M,3153,3510
7346,2099,PROD-495-2099-VAR2,Slate Gray,L,2653,3123
7347,2099,PROD-495-2099-VAR3,Silver,XL,3153,3758
7348,2099,PROD-495-2099-VAR4,Navy Blue,XS,4153,2017
7349,2099,PROD-495-2099-VAR5,Navy Blue,One-Size,4153,4099
7350,2100,PROD-113-2100-VAR1,Crimson,XXL,20956,2605
7351,2100,PROD-113-2100-VAR2,White,S,20956,2441
7352,2100,PROD-113-2100-VAR3,Black,XS,20956,3352
7353,2101,PROD-108-2101-VAR1,Crimson,One-Size,9652,438
7354,2101,PROD-108-2101-VAR2,Olive Green,S,8652,2274
7355,2101,PROD-108-2101-VAR3,White,One-Size,11152,3432
7356,2101,PROD-108-2101-VAR4,Olive Green,S,8152,1270
7357,2101,PROD-108-2101-VAR5,Black,XS,8152,1006
7358,2102,PROD-235-2102-VAR1,Silver,L,19306,1451
7359,2102,PROD-235-2102-VAR2,Silver,XL,16806,1707
7360,2102,PROD-235-2102-VAR3,Black,One-Size,17806,2317
7361,2103,PROD-225-2103-VAR1,White,S,11077,197
7362,2103,PROD-225-2103-VAR2,Silver,XL,10077,3729
7363,2103,PROD-225-2103-VAR3,White,S,11077,3231
7364,2103,PROD-225-2103-VAR4,Silver,One-Size,12577,1752
7365,2104,PROD-603-2104-VAR1,Black,M,19450,4385
7366,2104,PROD-603-2104-VAR2,Slate Gray,M,20950,2764
7367,2105,PROD-382-2105-VAR1,Slate Gray,XS,23457,499
7368,2105,PROD-382-2105-VAR2,White,XXL,22957,2414
7369,2105,PROD-382-2105-VAR3,Navy Blue,One-Size,24457,2573
7370,2106,PROD-962-2106-VAR1,Slate Gray,XL,18099,987
7371,2106,PROD-962-2106-VAR2,Crimson,S,15599,3262
7372,2107,PROD-512-2107-VAR1,Crimson,One-Size,13618,2762
7373,2107,PROD-512-2107-VAR2,Olive Green,S,12118,3439
7374,2108,PROD-554-2108-VAR1,White,L,22966,4334
7375,2108,PROD-554-2108-VAR2,Crimson,One-Size,19966,3166
7376,2108,PROD-554-2108-VAR3,Slate Gray,L,19966,245
7377,2108,PROD-554-2108-VAR4,Olive Green,XL,21466,3940
7378,2108,PROD-554-2108-VAR5,Slate Gray,XL,19966,3333
7379,2109,PROD-662-2109-VAR1,Crimson,XS,5472,3301
7380,2109,PROD-662-2109-VAR2,Slate Gray,XS,6972,485
7381,2109,PROD-662-2109-VAR3,Black,XS,8472,154
7382,2110,PROD-790-2110-VAR1,Slate Gray,M,14351,3204
7383,2110,PROD-790-2110-VAR2,Olive Green,L,16851,1597
7384,2110,PROD-790-2110-VAR3,White,S,15351,3717
7385,2110,PROD-790-2110-VAR4,Crimson,One-Size,15351,4382
7386,2111,PROD-945-2111-VAR1,Navy Blue,XS,20098,1873
7387,2111,PROD-945-2111-VAR2,Silver,XS,20098,2141
7388,2111,PROD-945-2111-VAR3,Navy Blue,XXL,21098,1488
7389,2111,PROD-945-2111-VAR4,Black,One-Size,22598,3329
7390,2111,PROD-945-2111-VAR5,Crimson,One-Size,21098,2168
7391,2112,PROD-776-2112-VAR1,Silver,M,15930,326
7392,2112,PROD-776-2112-VAR2,Silver,S,18930,4455
7393,2113,PROD-673-2113-VAR1,Olive Green,XS,21339,1819
7394,2113,PROD-673-2113-VAR2,Navy Blue,M,21339,2971
7395,2113,PROD-673-2113-VAR3,Slate Gray,M,22839,2193
7396,2114,PROD-676-2114-VAR1,Olive Green,XL,15469,181
7397,2114,PROD-676-2114-VAR2,White,S,15469,901
7398,2115,PROD-176-2115-VAR1,Slate Gray,One-Size,20246,3748
7399,2115,PROD-176-2115-VAR2,Slate Gray,XL,17246,796
7400,2115,PROD-176-2115-VAR3,Slate Gray,XXL,17246,1016
7401,2116,PROD-360-2116-VAR1,Silver,XS,7746,2580
7402,2116,PROD-360-2116-VAR2,Olive Green,XXL,6746,3081
7403,2117,PROD-536-2117-VAR1,Navy Blue,L,16845,2171
7404,2117,PROD-536-2117-VAR2,White,XXL,16845,2304
7405,2118,PROD-931-2118-VAR1,Slate Gray,XXL,2779,3814
7406,2118,PROD-931-2118-VAR2,Olive Green,XS,4279,239
7407,2119,PROD-701-2119-VAR1,White,XL,23192,2609
7408,2119,PROD-701-2119-VAR2,White,XS,23192,3155
7409,2119,PROD-701-2119-VAR3,Black,S,20192,2129
7410,2119,PROD-701-2119-VAR4,Navy Blue,L,20192,355
7411,2119,PROD-701-2119-VAR5,White,XXL,20692,2031
7412,2120,PROD-301-2120-VAR1,Olive Green,L,6352,177
7413,2120,PROD-301-2120-VAR2,White,XL,9352,717
7414,2121,PROD-735-2121-VAR1,Olive Green,One-Size,9770,1306
7415,2121,PROD-735-2121-VAR2,Crimson,One-Size,11270,2951
7416,2121,PROD-735-2121-VAR3,Crimson,XXL,11270,1173
7417,2121,PROD-735-2121-VAR4,Silver,XS,8270,1448
7418,2121,PROD-735-2121-VAR5,White,XXL,8770,348
7419,2122,PROD-473-2122-VAR1,Slate Gray,L,2682,3002
7420,2122,PROD-473-2122-VAR2,Crimson,XXL,5182,3414
7421,2122,PROD-473-2122-VAR3,Black,M,5182,4070
7422,2123,PROD-574-2123-VAR1,Silver,S,12067,3722
7423,2123,PROD-574-2123-VAR2,Slate Gray,L,12067,3764
7424,2124,PROD-306-2124-VAR1,Crimson,M,19393,505
7425,2124,PROD-306-2124-VAR2,Navy Blue,M,18393,3820
7426,2124,PROD-306-2124-VAR3,Navy Blue,XS,19393,1839
7427,2124,PROD-306-2124-VAR4,Slate Gray,S,18393,3095
7428,2124,PROD-306-2124-VAR5,Olive Green,XL,20893,4246
7429,2125,PROD-353-2125-VAR1,White,XS,10282,4193
7430,2125,PROD-353-2125-VAR2,Crimson,XL,7282,486
7431,2125,PROD-353-2125-VAR3,Black,L,8782,1266
7432,2125,PROD-353-2125-VAR4,White,M,8782,1588
7433,2125,PROD-353-2125-VAR5,Olive Green,One-Size,8782,3993
7434,2126,PROD-217-2126-VAR1,Olive Green,XS,14189,3099
7435,2126,PROD-217-2126-VAR2,Silver,L,14189,372
7436,2127,PROD-362-2127-VAR1,Silver,S,16428,3537
7437,2127,PROD-362-2127-VAR2,Silver,S,18928,2778
7438,2127,PROD-362-2127-VAR3,Silver,M,15928,1046
7439,2128,PROD-546-2128-VAR1,Crimson,XL,22545,757
7440,2128,PROD-546-2128-VAR2,Navy Blue,M,22545,1784
7441,2128,PROD-546-2128-VAR3,Slate Gray,XS,23545,2507
7442,2128,PROD-546-2128-VAR4,White,L,22045,3998
7443,2128,PROD-546-2128-VAR5,Silver,M,22045,260
7444,2129,PROD-881-2129-VAR1,Silver,One-Size,5046,3980
7445,2129,PROD-881-2129-VAR2,Black,M,8046,1633
7446,2129,PROD-881-2129-VAR3,Silver,One-Size,8046,2790
7447,2129,PROD-881-2129-VAR4,Silver,One-Size,5046,301
7448,2129,PROD-881-2129-VAR5,Silver,One-Size,5046,704
7449,2130,PROD-478-2130-VAR1,White,M,8823,1730
7450,2130,PROD-478-2130-VAR2,Crimson,XL,10323,3394
7451,2130,PROD-478-2130-VAR3,Olive Green,M,7823,1021
7452,2130,PROD-478-2130-VAR4,Slate Gray,XL,8823,2118
7453,2131,PROD-536-2131-VAR1,Black,XS,8878,202
7454,2131,PROD-536-2131-VAR2,Olive Green,L,9378,4487
7455,2131,PROD-536-2131-VAR3,White,XXL,8878,1732
7456,2132,PROD-993-2132-VAR1,Olive Green,M,19577,2904
7457,2132,PROD-993-2132-VAR2,Slate Gray,XL,19577,2600
7458,2133,PROD-324-2133-VAR1,Crimson,XL,2297,4226
7459,2133,PROD-324-2133-VAR2,Silver,XS,2797,617
7460,2134,PROD-581-2134-VAR1,Silver,XXL,2840,4226
7461,2134,PROD-581-2134-VAR2,Crimson,S,5840,1666
7462,2134,PROD-581-2134-VAR3,Olive Green,One-Size,5840,542
7463,2134,PROD-581-2134-VAR4,Slate Gray,XS,2840,755
7464,2135,PROD-989-2135-VAR1,White,L,1226,515
7465,2135,PROD-989-2135-VAR2,Black,XS,2726,4191
7466,2136,PROD-967-2136-VAR1,Olive Green,L,19155,256
7467,2136,PROD-967-2136-VAR2,Crimson,L,20655,1339
7468,2137,PROD-755-2137-VAR1,Crimson,One-Size,20120,4343
7469,2137,PROD-755-2137-VAR2,Crimson,L,19120,471
7470,2137,PROD-755-2137-VAR3,White,S,21620,1919
7471,2137,PROD-755-2137-VAR4,Olive Green,XL,18620,625
7472,2137,PROD-755-2137-VAR5,Crimson,XXL,18620,721
7473,2138,PROD-663-2138-VAR1,Slate Gray,M,16204,721
7474,2138,PROD-663-2138-VAR2,Olive Green,L,17204,1530
7475,2138,PROD-663-2138-VAR3,Slate Gray,M,16204,279
7476,2138,PROD-663-2138-VAR4,Navy Blue,XXL,15704,3440
7477,2139,PROD-182-2139-VAR1,Slate Gray,XL,18429,3842
7478,2139,PROD-182-2139-VAR2,Olive Green,XL,21429,862
7479,2139,PROD-182-2139-VAR3,Olive Green,XS,18429,707
7480,2140,PROD-333-2140-VAR1,Crimson,XS,3652,1045
7481,2140,PROD-333-2140-VAR2,Black,S,6652,3946
7482,2140,PROD-333-2140-VAR3,Slate Gray,L,4152,1200
7483,2141,PROD-167-2141-VAR1,Olive Green,L,23804,4266
7484,2141,PROD-167-2141-VAR2,Slate Gray,XL,26804,4090
7485,2141,PROD-167-2141-VAR3,Crimson,XS,24304,3104
7486,2142,PROD-140-2142-VAR1,Black,L,15404,3768
7487,2142,PROD-140-2142-VAR2,Olive Green,L,15904,3104
7488,2143,PROD-993-2143-VAR1,White,XL,21823,4404
7489,2143,PROD-993-2143-VAR2,Crimson,XXL,22323,2398
7490,2143,PROD-993-2143-VAR3,Crimson,XXL,23323,1623
7491,2143,PROD-993-2143-VAR4,Navy Blue,M,22323,454
7492,2143,PROD-993-2143-VAR5,Olive Green,M,21823,4053
7493,2144,PROD-437-2144-VAR1,Slate Gray,L,17255,2789
7494,2144,PROD-437-2144-VAR2,Slate Gray,XS,19755,386
7495,2144,PROD-437-2144-VAR3,Silver,M,19755,898
7496,2144,PROD-437-2144-VAR4,Olive Green,L,16755,2516
7497,2145,PROD-281-2145-VAR1,Slate Gray,M,17540,1645
7498,2145,PROD-281-2145-VAR2,Olive Green,XXL,19040,3515
7499,2145,PROD-281-2145-VAR3,Slate Gray,One-Size,16540,2750
7500,2146,PROD-608-2146-VAR1,Slate Gray,XL,3272,2918
7501,2146,PROD-608-2146-VAR2,Crimson,XL,4272,4263
7502,2146,PROD-608-2146-VAR3,Silver,XS,3272,4395
7503,2146,PROD-608-2146-VAR4,Slate Gray,One-Size,4272,1323
7504,2147,PROD-859-2147-VAR1,Slate Gray,M,22872,3309
7505,2147,PROD-859-2147-VAR2,Slate Gray,XXL,22872,758
7506,2147,PROD-859-2147-VAR3,Crimson,XL,20372,3474
7507,2148,PROD-151-2148-VAR1,Navy Blue,M,3544,1576
7508,2148,PROD-151-2148-VAR2,White,L,6544,4416
7509,2148,PROD-151-2148-VAR3,White,XS,5044,337
7510,2149,PROD-819-2149-VAR1,Black,L,22844,1467
7511,2149,PROD-819-2149-VAR2,Crimson,S,19844,1603
7512,2149,PROD-819-2149-VAR3,Navy Blue,L,20344,419
7513,2150,PROD-301-2150-VAR1,Silver,XXL,14714,4270
7514,2150,PROD-301-2150-VAR2,Navy Blue,XS,13214,209
7515,2150,PROD-301-2150-VAR3,Navy Blue,XL,13214,3647
7516,2150,PROD-301-2150-VAR4,Slate Gray,L,16214,3484
7517,2150,PROD-301-2150-VAR5,Silver,One-Size,14714,1211
7518,2151,PROD-796-2151-VAR1,Slate Gray,L,9113,893
7519,2151,PROD-796-2151-VAR2,Navy Blue,XS,6613,870
7520,2151,PROD-796-2151-VAR3,Silver,XXL,6113,1357
7521,2151,PROD-796-2151-VAR4,Olive Green,XXL,7613,2682
7522,2151,PROD-796-2151-VAR5,Silver,S,9113,1132
7523,2152,PROD-271-2152-VAR1,Slate Gray,One-Size,4100,4139
7524,2152,PROD-271-2152-VAR2,Black,L,4100,4337
7525,2153,PROD-929-2153-VAR1,Navy Blue,XS,12817,1258
7526,2153,PROD-929-2153-VAR2,Crimson,XS,14317,2544
7527,2154,PROD-840-2154-VAR1,Crimson,S,15842,2831
7528,2154,PROD-840-2154-VAR2,Black,XXL,15842,322
7529,2154,PROD-840-2154-VAR3,Navy Blue,XXL,15842,2583
7530,2155,PROD-104-2155-VAR1,Navy Blue,One-Size,13392,3376
7531,2155,PROD-104-2155-VAR2,Slate Gray,M,10892,2503
7532,2155,PROD-104-2155-VAR3,Silver,XXL,10392,3880
7533,2155,PROD-104-2155-VAR4,Crimson,M,10392,2559
7534,2156,PROD-832-2156-VAR1,Silver,One-Size,3411,2292
7535,2156,PROD-832-2156-VAR2,Black,L,6411,4154
7536,2156,PROD-832-2156-VAR3,White,M,4911,4004
7537,2157,PROD-147-2157-VAR1,Olive Green,XS,10467,3684
7538,2157,PROD-147-2157-VAR2,Crimson,XL,7467,1854
7539,2157,PROD-147-2157-VAR3,White,S,8967,1419
7540,2157,PROD-147-2157-VAR4,Crimson,S,8967,3010
7541,2157,PROD-147-2157-VAR5,Black,XL,8967,1390
7542,2158,PROD-627-2158-VAR1,Olive Green,One-Size,25328,2204
7543,2158,PROD-627-2158-VAR2,Olive Green,S,22828,1844
7544,2159,PROD-693-2159-VAR1,Black,XXL,5118,1327
7545,2159,PROD-693-2159-VAR2,Olive Green,XL,4618,353
7546,2159,PROD-693-2159-VAR3,Navy Blue,S,5118,2862
7547,2160,PROD-988-2160-VAR1,Navy Blue,XL,12022,1690
7548,2160,PROD-988-2160-VAR2,Olive Green,One-Size,12022,3644
7549,2160,PROD-988-2160-VAR3,Slate Gray,M,10522,1440
7550,2160,PROD-988-2160-VAR4,Black,M,10522,3844
7551,2161,PROD-147-2161-VAR1,Olive Green,XL,21273,4256
7552,2161,PROD-147-2161-VAR2,Olive Green,M,23773,2838
7553,2161,PROD-147-2161-VAR3,Olive Green,S,20773,1976
7554,2161,PROD-147-2161-VAR4,Crimson,S,20773,3305
7555,2162,PROD-424-2162-VAR1,Olive Green,L,19564,4372
7556,2162,PROD-424-2162-VAR2,Navy Blue,XL,19564,2300
7557,2162,PROD-424-2162-VAR3,White,XL,20064,3395
7558,2163,PROD-780-2163-VAR1,Olive Green,S,7856,1539
7559,2163,PROD-780-2163-VAR2,Slate Gray,S,8856,800
7560,2164,PROD-963-2164-VAR1,Slate Gray,M,12107,1952
7561,2164,PROD-963-2164-VAR2,Olive Green,XXL,12107,1046
7562,2164,PROD-963-2164-VAR3,White,XL,11107,449
7563,2164,PROD-963-2164-VAR4,Crimson,S,13607,3683
7564,2165,PROD-625-2165-VAR1,Silver,One-Size,19958,781
7565,2165,PROD-625-2165-VAR2,Black,XXL,19458,411
7566,2165,PROD-625-2165-VAR3,White,One-Size,22458,1360
7567,2165,PROD-625-2165-VAR4,Olive Green,One-Size,19958,200
7568,2166,PROD-300-2166-VAR1,Navy Blue,S,6902,4233
7569,2166,PROD-300-2166-VAR2,Olive Green,M,8402,1500
7570,2166,PROD-300-2166-VAR3,Slate Gray,XS,6902,1327
7571,2167,PROD-503-2167-VAR1,Slate Gray,One-Size,7112,1020
7572,2167,PROD-503-2167-VAR2,Silver,S,4112,3383
7573,2168,PROD-986-2168-VAR1,Crimson,L,23071,3466
7574,2168,PROD-986-2168-VAR2,Silver,S,22571,1151
7575,2169,PROD-423-2169-VAR1,Silver,M,12520,2685
7576,2169,PROD-423-2169-VAR2,Silver,L,12020,1287
7577,2169,PROD-423-2169-VAR3,Slate Gray,XS,12020,4061
7578,2170,PROD-241-2170-VAR1,Silver,XS,20753,679
7579,2170,PROD-241-2170-VAR2,Olive Green,XXL,21253,1957
7580,2171,PROD-552-2171-VAR1,Black,XL,12701,4302
7581,2171,PROD-552-2171-VAR2,Black,M,14201,2451
7582,2172,PROD-228-2172-VAR1,Slate Gray,L,4266,1097
7583,2172,PROD-228-2172-VAR2,Navy Blue,XS,3266,526
7584,2173,PROD-342-2173-VAR1,Silver,One-Size,11388,2238
7585,2173,PROD-342-2173-VAR2,Black,S,9888,2912
7586,2173,PROD-342-2173-VAR3,Silver,L,9888,2374
7587,2174,PROD-610-2174-VAR1,Crimson,One-Size,8043,1745
7588,2174,PROD-610-2174-VAR2,Slate Gray,L,6543,3934
7589,2174,PROD-610-2174-VAR3,Slate Gray,XXL,6543,3363
7590,2174,PROD-610-2174-VAR4,Navy Blue,S,6543,3661
7591,2175,PROD-780-2175-VAR1,Silver,XL,8474,2341
7592,2175,PROD-780-2175-VAR2,White,One-Size,8474,1841
7593,2175,PROD-780-2175-VAR3,Navy Blue,XL,11474,259
7594,2175,PROD-780-2175-VAR4,Navy Blue,S,8474,3396
7595,2176,PROD-355-2176-VAR1,Navy Blue,XXL,8519,3829
7596,2176,PROD-355-2176-VAR2,Crimson,XL,10019,2316
7597,2177,PROD-686-2177-VAR1,Silver,One-Size,22777,2994
7598,2177,PROD-686-2177-VAR2,Navy Blue,S,22777,4271
7599,2177,PROD-686-2177-VAR3,Silver,M,19777,3388
7600,2177,PROD-686-2177-VAR4,Crimson,One-Size,19777,4083
7601,2177,PROD-686-2177-VAR5,Black,S,19777,303
7602,2178,PROD-429-2178-VAR1,Crimson,XXL,16292,4003
7603,2178,PROD-429-2178-VAR2,Silver,XS,17792,1026
7604,2178,PROD-429-2178-VAR3,White,L,17792,2384
7605,2178,PROD-429-2178-VAR4,Navy Blue,XL,19292,1798
7606,2178,PROD-429-2178-VAR5,Crimson,XL,19292,2039
7607,2179,PROD-915-2179-VAR1,Black,One-Size,3514,2453
7608,2179,PROD-915-2179-VAR2,Slate Gray,M,3014,1190
7609,2179,PROD-915-2179-VAR3,Olive Green,One-Size,3014,3536
7610,2179,PROD-915-2179-VAR4,White,XL,3014,2163
7611,2179,PROD-915-2179-VAR5,Olive Green,XL,4514,3021
7612,2180,PROD-624-2180-VAR1,White,M,8356,3908
7613,2180,PROD-624-2180-VAR2,Navy Blue,XXL,7856,1557
7614,2181,PROD-737-2181-VAR1,White,L,15939,262
7615,2181,PROD-737-2181-VAR2,Olive Green,M,13439,1282
7616,2181,PROD-737-2181-VAR3,Crimson,L,13439,2910
7617,2181,PROD-737-2181-VAR4,Olive Green,XXL,12939,3441
7618,2181,PROD-737-2181-VAR5,White,S,14439,750
7619,2182,PROD-715-2182-VAR1,Navy Blue,L,20768,4106
7620,2182,PROD-715-2182-VAR2,Crimson,L,23768,4340
7621,2182,PROD-715-2182-VAR3,Navy Blue,XL,22268,1763
7622,2183,PROD-861-2183-VAR1,Black,XL,21150,3536
7623,2183,PROD-861-2183-VAR2,Olive Green,M,22150,4184
7624,2183,PROD-861-2183-VAR3,Olive Green,One-Size,21150,1652
7625,2184,PROD-769-2184-VAR1,White,S,4534,1839
7626,2184,PROD-769-2184-VAR2,Navy Blue,One-Size,4534,825
7627,2184,PROD-769-2184-VAR3,White,One-Size,5034,3001
7628,2184,PROD-769-2184-VAR4,White,One-Size,6034,3750
7629,2185,PROD-978-2185-VAR1,Crimson,XXL,13130,418
7630,2185,PROD-978-2185-VAR2,Crimson,XS,14130,3886
7631,2185,PROD-978-2185-VAR3,Olive Green,M,14130,1032
7632,2185,PROD-978-2185-VAR4,Olive Green,S,12630,2796
7633,2186,PROD-445-2186-VAR1,White,S,17972,3033
7634,2186,PROD-445-2186-VAR2,White,XL,17972,309
7635,2187,PROD-565-2187-VAR1,Black,S,19816,3640
7636,2187,PROD-565-2187-VAR2,Black,XL,21316,2675
7637,2187,PROD-565-2187-VAR3,Crimson,XS,20316,152
7638,2187,PROD-565-2187-VAR4,Olive Green,XL,20316,3621
7639,2187,PROD-565-2187-VAR5,Slate Gray,XL,19816,559
7640,2188,PROD-635-2188-VAR1,Navy Blue,XL,24951,3463
7641,2188,PROD-635-2188-VAR2,Slate Gray,L,23451,1894
7642,2189,PROD-792-2189-VAR1,Silver,XXL,13090,1142
7643,2189,PROD-792-2189-VAR2,White,S,13090,1087
7644,2189,PROD-792-2189-VAR3,Black,M,11590,1899
7645,2189,PROD-792-2189-VAR4,White,L,12090,2404
7646,2190,PROD-366-2190-VAR1,Crimson,XL,6502,3571
7647,2190,PROD-366-2190-VAR2,Navy Blue,XS,7002,1457
7648,2190,PROD-366-2190-VAR3,Silver,M,7002,2839
7649,2190,PROD-366-2190-VAR4,Navy Blue,S,7002,4471
7650,2190,PROD-366-2190-VAR5,White,S,9502,219
7651,2191,PROD-949-2191-VAR1,Navy Blue,XXL,13363,370
7652,2191,PROD-949-2191-VAR2,Slate Gray,S,13363,3039
7653,2191,PROD-949-2191-VAR3,Olive Green,M,14863,2240
7654,2191,PROD-949-2191-VAR4,White,XXL,14863,1011
7655,2192,PROD-713-2192-VAR1,Slate Gray,One-Size,7684,3276
7656,2192,PROD-713-2192-VAR2,Crimson,XS,6184,4132
7657,2192,PROD-713-2192-VAR3,Silver,XS,4684,1957
7658,2193,PROD-289-2193-VAR1,Black,XXL,8510,3720
7659,2193,PROD-289-2193-VAR2,Slate Gray,S,11510,2060
7660,2193,PROD-289-2193-VAR3,Navy Blue,M,8510,1458
7661,2194,PROD-712-2194-VAR1,White,M,14928,773
7662,2194,PROD-712-2194-VAR2,Navy Blue,XXL,12428,1138
7663,2194,PROD-712-2194-VAR3,Olive Green,XL,14928,1297
7664,2194,PROD-712-2194-VAR4,Olive Green,L,12428,3316
7665,2195,PROD-156-2195-VAR1,Navy Blue,XXL,13110,4431
7666,2195,PROD-156-2195-VAR2,Black,S,14110,1004
7667,2195,PROD-156-2195-VAR3,Black,S,12610,1631
7668,2196,PROD-385-2196-VAR1,Olive Green,XXL,18372,309
7669,2196,PROD-385-2196-VAR2,Slate Gray,XS,15872,395
7670,2196,PROD-385-2196-VAR3,Silver,XS,16872,4181
7671,2196,PROD-385-2196-VAR4,Black,One-Size,16872,580
7672,2197,PROD-491-2197-VAR1,Navy Blue,One-Size,15814,1577
7673,2197,PROD-491-2197-VAR2,Slate Gray,S,18814,1002
7674,2197,PROD-491-2197-VAR3,Navy Blue,XL,17314,4334
7675,2198,PROD-202-2198-VAR1,Slate Gray,M,25470,1149
7676,2198,PROD-202-2198-VAR2,Crimson,L,24470,2759
7677,2198,PROD-202-2198-VAR3,Crimson,One-Size,24470,2999
7678,2199,PROD-845-2199-VAR1,Crimson,XXL,16140,570
7679,2199,PROD-845-2199-VAR2,White,One-Size,18640,1744
7680,2199,PROD-845-2199-VAR3,Crimson,One-Size,16140,1673
7681,2199,PROD-845-2199-VAR4,Crimson,XS,17140,562
7682,2199,PROD-845-2199-VAR5,White,One-Size,17140,2858
7683,2200,PROD-583-2200-VAR1,Navy Blue,XS,17432,1416
7684,2200,PROD-583-2200-VAR2,Navy Blue,One-Size,14932,3255
7685,2200,PROD-583-2200-VAR3,Navy Blue,S,14432,1354
7686,2200,PROD-583-2200-VAR4,White,XXL,14932,1269
7687,2200,PROD-583-2200-VAR5,Crimson,M,14932,2089
7688,2201,PROD-365-2201-VAR1,Silver,XXL,11479,2097
7689,2201,PROD-365-2201-VAR2,White,XXL,14479,1206
7690,2201,PROD-365-2201-VAR3,Crimson,XL,14479,1947
7691,2201,PROD-365-2201-VAR4,Slate Gray,XS,11479,3581
7692,2202,PROD-593-2202-VAR1,White,XL,9791,2470
7693,2202,PROD-593-2202-VAR2,Olive Green,XXL,11291,4009
7694,2202,PROD-593-2202-VAR3,Slate Gray,XS,11291,3407
7695,2202,PROD-593-2202-VAR4,Navy Blue,L,8791,4201
7696,2203,PROD-130-2203-VAR1,Navy Blue,M,21274,1384
7697,2203,PROD-130-2203-VAR2,Black,XL,18274,4396
7698,2203,PROD-130-2203-VAR3,Crimson,L,21274,3748
7699,2203,PROD-130-2203-VAR4,Navy Blue,One-Size,21274,1973
7700,2203,PROD-130-2203-VAR5,Navy Blue,XXL,21274,2742
7701,2204,PROD-396-2204-VAR1,Slate Gray,S,16020,1308
7702,2204,PROD-396-2204-VAR2,White,XXL,15520,889
7703,2204,PROD-396-2204-VAR3,Black,M,15520,3624
7704,2205,PROD-500-2205-VAR1,Olive Green,S,23593,820
7705,2205,PROD-500-2205-VAR2,Olive Green,M,22093,1484
7706,2206,PROD-243-2206-VAR1,Olive Green,S,24241,3138
7707,2206,PROD-243-2206-VAR2,Crimson,L,21741,2975
7708,2206,PROD-243-2206-VAR3,Navy Blue,M,22741,3968
7709,2206,PROD-243-2206-VAR4,Navy Blue,L,21241,2702
7710,2207,PROD-891-2207-VAR1,Black,XXL,13928,928
7711,2207,PROD-891-2207-VAR2,Crimson,One-Size,13928,3191
7712,2207,PROD-891-2207-VAR3,Silver,XXL,15428,818
7713,2207,PROD-891-2207-VAR4,Silver,M,13928,339
7714,2207,PROD-891-2207-VAR5,Crimson,XL,16928,3450
7715,2208,PROD-712-2208-VAR1,Navy Blue,S,5338,3697
7716,2208,PROD-712-2208-VAR2,Slate Gray,XS,8338,4470
7717,2208,PROD-712-2208-VAR3,Navy Blue,One-Size,6838,3637
7718,2208,PROD-712-2208-VAR4,Slate Gray,XS,5338,3548
7719,2208,PROD-712-2208-VAR5,Slate Gray,L,5338,189
7720,2209,PROD-801-2209-VAR1,Silver,M,10355,4188
7721,2209,PROD-801-2209-VAR2,Crimson,L,11855,4109
7722,2209,PROD-801-2209-VAR3,White,XL,13355,2345
7723,2209,PROD-801-2209-VAR4,Olive Green,S,13355,1932
7724,2210,PROD-965-2210-VAR1,Slate Gray,XXL,9870,2469
7725,2210,PROD-965-2210-VAR2,Black,XL,9870,836
7726,2211,PROD-806-2211-VAR1,Crimson,One-Size,25350,1063
7727,2211,PROD-806-2211-VAR2,Olive Green,XXL,23850,553
7728,2211,PROD-806-2211-VAR3,Navy Blue,L,23850,4185
7729,2211,PROD-806-2211-VAR4,White,One-Size,22350,2886
7730,2212,PROD-246-2212-VAR1,Olive Green,XXL,7244,2810
7731,2212,PROD-246-2212-VAR2,Olive Green,One-Size,7744,1218
7732,2212,PROD-246-2212-VAR3,Slate Gray,XS,10244,1624
7733,2213,PROD-851-2213-VAR1,White,L,20478,2493
7734,2213,PROD-851-2213-VAR2,Olive Green,XL,23478,4240
7735,2213,PROD-851-2213-VAR3,Crimson,XS,20478,477
7736,2213,PROD-851-2213-VAR4,Olive Green,XS,20978,3628
7737,2213,PROD-851-2213-VAR5,Olive Green,One-Size,20478,3280
7738,2214,PROD-719-2214-VAR1,Olive Green,L,16537,1541
7739,2214,PROD-719-2214-VAR2,White,One-Size,13537,4309
7740,2214,PROD-719-2214-VAR3,Navy Blue,M,14037,3452
7741,2214,PROD-719-2214-VAR4,White,XS,14037,1399
7742,2215,PROD-391-2215-VAR1,Slate Gray,M,13939,495
7743,2215,PROD-391-2215-VAR2,White,M,12939,830
7744,2215,PROD-391-2215-VAR3,Olive Green,XL,13939,4439
7745,2216,PROD-426-2216-VAR1,Navy Blue,S,4201,1911
7746,2216,PROD-426-2216-VAR2,Black,XXL,7201,1732
7747,2216,PROD-426-2216-VAR3,Black,XS,5701,1840
7748,2217,PROD-594-2217-VAR1,Slate Gray,XXL,10997,3230
7749,2217,PROD-594-2217-VAR2,Crimson,XS,10997,879
7750,2217,PROD-594-2217-VAR3,White,S,10997,2687
