id,crm_customer_id,subject,status,priority,opened_at,closed_at
649,1230,Account Access Reset Request,closed,normal,2024-09-04 19:20:12,2024-09-06 07:46:07
650,1230,Subscription Tier Upgrade Error,closed,critical,2024-08-29 15:54:42,2024-08-30 11:41:43
651,1230,Delayed Delivery Investigation,open,normal,2024-08-16 13:41:17,
652,1233,Account Access Reset Request,pending,normal,2024-09-16 11:49:52,
653,1237,Delayed Delivery Investigation,open,normal,2025-04-21 11:00:00,
654,1237,Payment Gateway Rejected,open,normal,2025-04-14 15:22:39,
655,1237,Payment Gateway Rejected,pending,normal,2025-04-01 20:45:43,
656,1237,Subscription Tier Upgrade Error,open,low,2025-04-14 04:39:51,
657,1237,Account Access Reset Request,pending,low,2025-04-20 14:34:32,
658,1241,Delayed Delivery Investigation,closed,normal,2025-04-09 09:27:24,2025-04-10 15:01:11
659,1242,Delayed Delivery Investigation,closed,normal,2026-03-17 10:50:42,2026-03-19 19:31:48
660,1242,Payment Gateway Rejected,open,normal,2026-04-16 12:10:27,
661,1245,Subscription Tier Upgrade Error,closed,normal,2025-12-23 02:03:10,2025-12-26 17:27:18
662,1246,Delayed Delivery Investigation,pending,normal,2025-08-05 04:24:25,
663,1249,Delayed Delivery Investigation,closed,normal,2024-10-19 16:11:16,2024-10-20 18:57:19
664,1256,Delayed Delivery Investigation,pending,normal,2025-07-23 10:41:23,
665,1261,Account Access Reset Request,pending,normal,2025-08-22 03:35:29,
666,1269,Delayed Delivery Investigation,closed,critical,2025-07-14 00:26:56,2025-07-15 01:49:36
667,1269,Defective Hardware Return,closed,critical,2025-06-18 11:35:08,2025-06-22 04:47:58
668,1269,Account Access Reset Request,open,normal,2025-06-29 00:06:53,
669,1269,Account Access Reset Request,pending,high,2025-07-06 22:57:27,
670,1269,Delayed Delivery Investigation,closed,normal,2025-07-17 03:28:33,2025-07-20 01:41:09
671,1269,Account Access Reset Request,closed,low,2025-07-09 22:53:17,2025-07-13 18:38:10
672,1269,Delayed Delivery Investigation,closed,normal,2025-07-13 00:08:31,2025-07-17 06:41:56
673,1269,Account Access Reset Request,pending,high,2025-06-22 17:35:29,
674,1269,Delayed Delivery Investigation,closed,high,2025-06-18 13:05:52,2025-06-21 18:04:00
675,1269,Defective Hardware Return,closed,high,2025-07-09 00:01:38,2025-07-11 00:30:37
676,1273,Defective Hardware Return,pending,normal,2024-09-10 19:20:04,
677,1280,Payment Gateway Rejected,closed,normal,2025-06-19 11:32:04,2025-06-20 23:50:25
678,1281,Subscription Tier Upgrade Error,closed,normal,2025-01-26 09:43:15,2025-01-27 00:58:17
679,1282,Defective Hardware Return,pending,normal,2025-07-05 04:14:30,
680,1284,Subscription Tier Upgrade Error,closed,normal,2025-09-06 02:11:45,2025-09-09 05:41:21
681,1285,Subscription Tier Upgrade Error,closed,normal,2024-09-01 03:53:04,2024-09-02 19:43:15
682,1285,Account Access Reset Request,closed,normal,2024-09-02 09:48:01,2024-09-06 10:38:40
683,1286,Subscription Tier Upgrade Error,closed,normal,2025-02-01 08:24:31,2025-02-02 07:10:29
684,1288,Payment Gateway Rejected,closed,normal,2024-09-27 22:23:21,2024-10-02 01:21:39
685,1295,Subscription Tier Upgrade Error,closed,normal,2025-04-27 13:19:11,2025-04-30 08:17:36
686,1296,Defective Hardware Return,closed,normal,2026-04-30 05:43:39,2026-05-05 02:37:29
687,1297,Account Access Reset Request,pending,normal,2025-09-26 18:09:05,
688,1298,Payment Gateway Rejected,closed,critical,2024-08-23 03:55:58,2024-08-23 19:27:34
689,1298,Delayed Delivery Investigation,closed,critical,2024-07-29 06:33:32,2024-08-01 04:14:46
690,1298,Payment Gateway Rejected,closed,critical,2024-08-16 19:58:23,2024-08-18 14:04:04
691,1298,Payment Gateway Rejected,closed,critical,2024-08-05 10:34:28,2024-08-06 17:45:19
692,1298,Payment Gateway Rejected,open,normal,2024-07-27 16:28:23,
693,1298,Account Access Reset Request,pending,low,2024-07-29 21:47:44,
694,1298,Delayed Delivery Investigation,closed,low,2024-07-30 01:00:49,2024-07-30 14:29:25
695,1298,Payment Gateway Rejected,closed,normal,2024-07-31 17:24:33,2024-08-03 08:37:28
696,1298,Delayed Delivery Investigation,closed,critical,2024-08-22 04:43:54,2024-08-26 10:31:26
697,1302,Account Access Reset Request,closed,normal,2025-01-28 17:31:21,2025-02-02 01:14:01
698,1304,Defective Hardware Return,closed,normal,2026-03-27 23:48:25,2026-03-31 20:25:09
699,1311,Payment Gateway Rejected,open,low,2025-10-05 20:44:18,
700,1311,Subscription Tier Upgrade Error,closed,high,2025-09-20 08:32:15,2025-09-22 17:48:17
701,1311,Subscription Tier Upgrade Error,closed,normal,2025-09-04 21:56:46,2025-09-09 03:36:03
702,1311,Subscription Tier Upgrade Error,closed,normal,2025-09-30 14:18:07,2025-10-03 13:52:44
703,1311,Payment Gateway Rejected,open,normal,2025-09-11 11:02:39,
704,1311,Subscription Tier Upgrade Error,closed,high,2025-10-06 08:22:56,2025-10-09 21:54:13
705,1311,Payment Gateway Rejected,closed,critical,2025-09-27 09:05:12,2025-09-29 00:25:57
706,1311,Account Access Reset Request,closed,high,2025-10-05 06:47:30,2025-10-09 03:11:48
707,1311,Account Access Reset Request,pending,normal,2025-09-15 09:25:38,
708,1313,Payment Gateway Rejected,open,normal,2026-01-20 06:51:35,
709,1315,Account Access Reset Request,closed,normal,2024-10-04 21:51:17,2024-10-06 14:52:37
710,1320,Payment Gateway Rejected,pending,normal,2025-09-26 09:00:22,
711,1321,Defective Hardware Return,closed,normal,2025-09-09 17:03:17,2025-09-11 15:01:27
712,1323,Subscription Tier Upgrade Error,closed,normal,2024-09-01 01:37:35,2024-09-03 19:34:00
713,1327,Account Access Reset Request,open,normal,2026-01-22 04:54:27,
714,1331,Delayed Delivery Investigation,closed,normal,2026-05-13 05:49:56,2026-05-17 01:56:10
715,1333,Subscription Tier Upgrade Error,closed,normal,2024-11-13 17:12:44,2024-11-15 04:19:14
716,1333,Subscription Tier Upgrade Error,closed,normal,2024-11-21 07:01:01,2024-11-24 05:51:26
717,1334,Defective Hardware Return,closed,normal,2025-03-24 10:23:33,2025-03-29 05:27:22
718,1335,Subscription Tier Upgrade Error,open,normal,2024-09-04 23:36:18,
719,1335,Subscription Tier Upgrade Error,closed,normal,2024-09-05 20:33:58,2024-09-06 17:27:23
720,1338,Subscription Tier Upgrade Error,closed,normal,2026-05-30 00:06:56,2026-06-01 14:40:23
721,1338,Defective Hardware Return,closed,low,2026-05-30 13:45:40,2026-06-01 05:24:07
722,1338,Defective Hardware Return,open,low,2026-06-12 16:17:10,
723,1338,Delayed Delivery Investigation,closed,low,2026-06-07 00:36:04,2026-06-09 13:24:39
724,1338,Subscription Tier Upgrade Error,closed,low,2026-05-29 23:36:00,2026-05-30 23:44:19
725,1340,Account Access Reset Request,closed,normal,2025-07-19 05:50:28,2025-07-24 01:22:29
726,1341,Payment Gateway Rejected,closed,normal,2025-12-20 01:29:17,2025-12-24 23:41:51
727,1344,Payment Gateway Rejected,closed,normal,2025-07-14 16:38:58,2025-07-17 17:02:49
728,1351,Delayed Delivery Investigation,closed,normal,2026-03-25 04:44:43,2026-03-28 03:16:26
729,1355,Account Access Reset Request,closed,normal,2024-09-15 09:33:08,2024-09-16 14:32:17
730,1356,Account Access Reset Request,closed,normal,2024-10-05 12:34:18,2024-10-10 10:24:00
731,1360,Subscription Tier Upgrade Error,closed,normal,2025-11-18 12:52:39,2025-11-19 20:04:35
732,1360,Subscription Tier Upgrade Error,pending,normal,2025-10-19 01:56:28,
733,1361,Payment Gateway Rejected,closed,normal,2024-11-05 06:55:33,2024-11-08 02:18:33
734,1362,Payment Gateway Rejected,pending,normal,2026-02-26 22:56:44,
735,1364,Payment Gateway Rejected,closed,normal,2026-03-12 14:24:01,2026-03-14 12:25:47
736,1364,Payment Gateway Rejected,closed,normal,2026-03-16 06:42:32,2026-03-21 01:52:18
737,1366,Account Access Reset Request,closed,normal,2024-11-13 05:39:28,2024-11-15 10:31:01
738,1367,Subscription Tier Upgrade Error,closed,normal,2026-01-25 18:48:44,2026-01-28 12:41:32
739,1371,Defective Hardware Return,closed,normal,2024-08-26 09:52:59,2024-08-29 04:49:56
740,1371,Delayed Delivery Investigation,pending,normal,2024-08-30 14:04:46,
741,1375,Defective Hardware Return,open,normal,2025-07-12 05:05:23,
742,1376,Delayed Delivery Investigation,closed,normal,2025-08-05 16:23:14,2025-08-08 22:24:01
743,1378,Payment Gateway Rejected,pending,normal,2024-11-10 23:07:07,
744,1380,Delayed Delivery Investigation,pending,normal,2025-01-19 00:51:30,
745,1385,Subscription Tier Upgrade Error,open,normal,2025-08-26 18:43:55,
746,1386,Defective Hardware Return,closed,normal,2025-11-17 00:37:53,2025-11-18 15:39:59
747,1386,Delayed Delivery Investigation,closed,normal,2025-11-05 06:15:06,2025-11-08 19:00:16
748,1387,Delayed Delivery Investigation,closed,normal,2025-03-03 10:38:59,2025-03-07 23:39:56
749,1387,Payment Gateway Rejected,closed,normal,2025-03-04 19:38:41,2025-03-08 19:55:51
750,1389,Defective Hardware Return,open,normal,2025-05-18 00:11:34,
751,1395,Subscription Tier Upgrade Error,open,normal,2025-10-30 09:13:55,
752,1397,Account Access Reset Request,closed,normal,2025-04-11 20:36:30,2025-04-12 12:27:36
753,1399,Defective Hardware Return,closed,normal,2025-05-25 09:18:39,2025-05-29 05:56:45
754,1405,Subscription Tier Upgrade Error,closed,normal,2026-05-29 08:57:29,2026-05-30 12:00:48
755,1407,Delayed Delivery Investigation,open,normal,2025-09-13 15:12:36,
756,1408,Account Access Reset Request,closed,normal,2025-07-06 01:13:46,2025-07-10 15:20:42
757,1409,Payment Gateway Rejected,closed,critical,2026-06-06 23:58:27,2026-06-08 12:20:24
758,1409,Defective Hardware Return,pending,normal,2026-05-30 17:02:44,
759,1409,Payment Gateway Rejected,pending,low,2026-05-26 03:13:56,
760,1409,Defective Hardware Return,pending,critical,2026-05-31 20:53:09,
761,1409,Defective Hardware Return,closed,low,2026-05-18 12:26:44,2026-05-22 01:30:54
762,1409,Delayed Delivery Investigation,pending,high,2026-05-31 14:42:55,
763,1414,Account Access Reset Request,pending,normal,2026-03-23 19:55:44,
764,1416,Payment Gateway Rejected,closed,normal,2024-10-25 15:03:41,2024-10-26 22:13:16
765,1417,Payment Gateway Rejected,closed,normal,2024-12-27 12:35:35,2025-01-01 04:01:08
766,1419,Subscription Tier Upgrade Error,closed,normal,2024-11-05 02:46:45,2024-11-06 02:30:59
767,1421,Defective Hardware Return,closed,normal,2025-01-08 19:36:26,2025-01-10 17:29:33
768,1422,Defective Hardware Return,closed,normal,2025-04-14 06:14:21,2025-04-15 09:17:21
769,1424,Payment Gateway Rejected,closed,normal,2025-11-24 18:19:40,2025-11-29 16:04:15
770,1425,Defective Hardware Return,pending,normal,2026-06-06 00:51:55,
771,1428,Subscription Tier Upgrade Error,pending,normal,2025-01-18 09:43:55,
772,1428,Payment Gateway Rejected,open,normal,2025-02-12 10:56:27,
773,1429,Subscription Tier Upgrade Error,closed,normal,2026-04-30 02:50:28,2026-05-01 04:03:06
774,1432,Defective Hardware Return,closed,normal,2025-06-06 12:12:58,2025-06-09 01:29:22
775,1433,Delayed Delivery Investigation,closed,normal,2025-05-23 16:17:57,2025-05-26 08:43:51
776,1445,Payment Gateway Rejected,pending,normal,2025-07-13 21:54:00,
777,1457,Defective Hardware Return,pending,normal,2025-10-22 00:11:37,
778,1459,Account Access Reset Request,closed,normal,2026-04-02 18:39:43,2026-04-03 15:19:06
779,1460,Delayed Delivery Investigation,open,normal,2025-03-14 06:09:26,
780,1464,Account Access Reset Request,closed,normal,2024-08-05 15:46:40,2024-08-08 07:05:09
781,1465,Delayed Delivery Investigation,closed,high,2025-01-08 09:41:32,2025-01-10 16:32:31
782,1465,Delayed Delivery Investigation,open,low,2025-01-09 12:08:09,
783,1465,Delayed Delivery Investigation,closed,critical,2024-12-30 07:15:36,2025-01-04 06:32:07
784,1465,Subscription Tier Upgrade Error,open,critical,2025-01-09 04:46:27,
785,1465,Account Access Reset Request,pending,normal,2025-01-02 14:45:19,
786,1465,Account Access Reset Request,pending,high,2025-01-09 15:07:01,
787,1465,Defective Hardware Return,closed,high,2025-01-03 01:39:37,2025-01-04 18:36:27
788,1465,Subscription Tier Upgrade Error,closed,critical,2025-01-03 07:12:48,2025-01-05 16:31:20
789,1465,Account Access Reset Request,open,high,2025-01-10 18:33:33,
790,1465,Account Access Reset Request,pending,low,2024-12-20 16:50:11,
791,1465,Subscription Tier Upgrade Error,pending,normal,2025-01-08 22:03:29,
792,1465,Account Access Reset Request,pending,low,2025-01-08 11:53:54,
793,1465,Delayed Delivery Investigation,closed,normal,2024-12-23 04:23:11,2024-12-25 19:51:34
794,1466,Account Access Reset Request,closed,normal,2025-03-09 22:29:13,2025-03-13 08:47:57
795,1467,Subscription Tier Upgrade Error,pending,normal,2026-03-16 13:00:10,
796,1468,Defective Hardware Return,pending,normal,2025-09-07 23:13:49,
797,1468,Account Access Reset Request,pending,normal,2025-09-08 14:07:52,
798,1480,Payment Gateway Rejected,closed,normal,2025-02-25 17:39:16,2025-02-27 07:19:24
799,1483,Account Access Reset Request,closed,normal,2025-10-31 22:37:14,2025-11-04 04:35:01
800,1485,Defective Hardware Return,pending,normal,2024-10-14 23:25:56,
801,1486,Defective Hardware Return,open,normal,2024-12-25 05:35:37,
802,1490,Subscription Tier Upgrade Error,pending,normal,2024-12-01 15:28:57,
803,1490,Account Access Reset Request,closed,normal,2024-12-09 06:22:32,2024-12-10 18:37:29
804,1493,Account Access Reset Request,closed,normal,2025-05-14 05:50:21,2025-05-17 18:51:54
805,1499,Account Access Reset Request,open,normal,2025-05-31 05:25:54,
806,1499,Defective Hardware Return,closed,normal,2025-05-20 00:45:37,2025-05-24 01:13:11
807,1502,Defective Hardware Return,closed,normal,2025-11-28 19:09:12,2025-11-29 08:07:26
808,1507,Account Access Reset Request,closed,normal,2026-04-18 09:11:17,2026-04-21 07:47:24
809,1511,Subscription Tier Upgrade Error,open,normal,2026-03-27 04:14:08,
810,1511,Payment Gateway Rejected,open,normal,2026-04-09 03:30:42,
811,1514,Delayed Delivery Investigation,pending,normal,2025-06-26 07:36:30,
812,1515,Account Access Reset Request,pending,normal,2025-06-14 18:36:36,
813,1520,Account Access Reset Request,closed,normal,2026-06-12 16:17:10,2026-06-16 02:26:17
814,1523,Delayed Delivery Investigation,closed,normal,2025-11-11 07:17:57,2025-11-12 01:31:00
815,1526,Delayed Delivery Investigation,pending,normal,2025-11-27 21:42:19,
816,1528,Subscription Tier Upgrade Error,closed,normal,2025-03-13 20:12:08,2025-03-15 16:56:44
817,1529,Subscription Tier Upgrade Error,pending,normal,2026-05-13 15:34:26,
818,1532,Defective Hardware Return,open,normal,2025-07-20 02:07:09,
819,1532,Defective Hardware Return,open,normal,2025-07-22 21:02:51,
820,1536,Subscription Tier Upgrade Error,closed,normal,2026-01-11 10:59:01,2026-01-15 14:04:51
821,1539,Defective Hardware Return,closed,normal,2025-10-10 08:35:22,2025-10-13 23:51:25
822,1548,Subscription Tier Upgrade Error,closed,normal,2025-11-20 09:03:36,2025-11-21 22:33:04
823,1548,Defective Hardware Return,pending,normal,2025-10-22 09:08:55,
824,1549,Payment Gateway Rejected,closed,normal,2025-02-08 06:42:34,2025-02-11 10:49:20
825,1553,Subscription Tier Upgrade Error,closed,normal,2025-07-30 21:45:00,2025-08-03 01:47:51
826,1555,Defective Hardware Return,closed,normal,2026-03-03 14:52:20,2026-03-07 06:45:55
827,1559,Subscription Tier Upgrade Error,closed,normal,2024-11-27 22:09:29,2024-12-02 00:46:40
828,1560,Defective Hardware Return,pending,high,2026-03-11 23:02:55,
829,1560,Payment Gateway Rejected,pending,critical,2026-02-27 09:08:39,
830,1560,Payment Gateway Rejected,closed,high,2026-02-24 23:44:04,2026-02-26 01:36:32
831,1560,Defective Hardware Return,closed,critical,2026-03-01 11:18:52,2026-03-04 03:18:43
832,1560,Subscription Tier Upgrade Error,closed,low,2026-03-01 08:41:02,2026-03-04 20:34:06
833,1560,Payment Gateway Rejected,pending,normal,2026-03-08 23:58:48,
834,1560,Delayed Delivery Investigation,closed,critical,2026-03-06 03:53:32,2026-03-10 03:28:31
835,1560,Payment Gateway Rejected,closed,normal,2026-03-16 09:28:33,2026-03-18 16:34:01
836,1560,Defective Hardware Return,closed,high,2026-03-14 10:55:06,2026-03-15 10:34:22
837,1560,Payment Gateway Rejected,closed,normal,2026-03-28 18:07:21,2026-03-30 06:57:05
838,1560,Defective Hardware Return,pending,low,2026-03-16 15:28:25,
839,1560,Defective Hardware Return,pending,normal,2026-03-10 09:45:41,
840,1560,Defective Hardware Return,closed,normal,2026-03-10 16:48:38,2026-03-15 06:11:06
841,1562,Defective Hardware Return,closed,normal,2026-04-14 23:02:09,2026-04-16 21:06:21
842,1573,Payment Gateway Rejected,open,normal,2025-05-15 22:02:46,
843,1575,Payment Gateway Rejected,closed,normal,2025-08-14 01:20:05,2025-08-16 20:03:11
844,1580,Defective Hardware Return,closed,normal,2026-04-18 04:55:52,2026-04-22 06:58:25
845,1585,Delayed Delivery Investigation,open,normal,2024-10-23 08:35:05,
846,1586,Defective Hardware Return,closed,normal,2024-08-18 08:35:16,2024-08-19 11:40:05
847,1600,Account Access Reset Request,pending,normal,2025-09-25 02:09:06,
848,1609,Account Access Reset Request,closed,normal,2025-02-16 10:09:31,2025-02-19 21:47:34
849,1613,Defective Hardware Return,closed,normal,2024-12-18 15:33:24,2024-12-22 10:09:56
850,1613,Account Access Reset Request,closed,normal,2024-12-28 03:18:33,2024-12-29 20:24:01
851,1617,Delayed Delivery Investigation,closed,normal,2025-09-15 01:07:40,2025-09-18 02:08:38
852,1617,Payment Gateway Rejected,closed,normal,2025-09-07 17:28:55,2025-09-09 15:11:44
853,1618,Subscription Tier Upgrade Error,open,normal,2024-12-03 19:26:41,
854,1635,Payment Gateway Rejected,pending,normal,2025-12-09 03:03:49,
855,1640,Subscription Tier Upgrade Error,closed,normal,2024-10-05 04:08:54,2024-10-07 08:22:06
856,1645,Delayed Delivery Investigation,closed,normal,2024-07-21 13:05:25,2024-07-25 22:18:04
857,1648,Delayed Delivery Investigation,closed,normal,2025-10-27 13:16:48,2025-10-31 16:04:10
858,1648,Defective Hardware Return,pending,normal,2025-11-08 05:59:22,
859,1648,Account Access Reset Request,closed,critical,2025-11-09 13:35:39,2025-11-14 09:12:44
860,1648,Defective Hardware Return,pending,normal,2025-11-11 09:18:33,
861,1648,Delayed Delivery Investigation,pending,critical,2025-10-29 10:29:41,
862,1648,Subscription Tier Upgrade Error,open,high,2025-11-20 03:46:56,
863,1648,Account Access Reset Request,pending,low,2025-11-16 07:31:07,
864,1648,Defective Hardware Return,closed,low,2025-11-19 17:14:35,2025-11-22 18:56:11
865,1649,Account Access Reset Request,open,normal,2024-10-03 08:07:56,
866,1653,Account Access Reset Request,closed,normal,2025-10-24 06:56:47,2025-10-24 20:37:03
867,1653,Account Access Reset Request,closed,normal,2025-10-15 13:07:26,2025-10-18 13:31:35
868,1655,Account Access Reset Request,closed,normal,2025-06-21 10:40:46,2025-06-26 04:35:41
869,1656,Defective Hardware Return,open,normal,2024-08-20 21:55:10,
870,1662,Delayed Delivery Investigation,closed,normal,2025-09-04 21:43:27,2025-09-08 19:52:52
871,1669,Defective Hardware Return,closed,normal,2026-02-25 13:08:56,2026-02-27 19:29:55
872,1670,Payment Gateway Rejected,open,normal,2026-01-06 12:23:15,
873,1672,Defective Hardware Return,closed,normal,2024-10-25 06:00:02,2024-10-29 17:55:30
874,1673,Delayed Delivery Investigation,closed,normal,2024-07-24 21:48:56,2024-07-28 15:59:54
875,1674,Delayed Delivery Investigation,closed,normal,2024-10-10 20:56:40,2024-10-14 04:36:00
876,1675,Subscription Tier Upgrade Error,closed,normal,2024-08-22 14:59:31,2024-08-25 09:41:53
877,1678,Account Access Reset Request,closed,normal,2026-03-25 11:22:22,2026-03-28 02:05:54
878,1680,Defective Hardware Return,pending,normal,2026-01-26 06:15:22,
879,1681,Defective Hardware Return,closed,normal,2024-10-16 08:55:59,2024-10-20 21:45:18
880,1683,Account Access Reset Request,open,normal,2026-04-28 12:40:34,
881,1684,Defective Hardware Return,closed,normal,2026-03-19 13:21:20,2026-03-21 21:22:30
882,1687,Delayed Delivery Investigation,open,normal,2025-07-30 13:22:55,
883,1695,Subscription Tier Upgrade Error,open,normal,2026-02-21 23:35:23,
884,1700,Account Access Reset Request,pending,normal,2025-09-21 05:14:29,
885,1703,Subscription Tier Upgrade Error,closed,normal,2024-08-01 20:52:44,2024-08-04 23:39:26
886,1719,Account Access Reset Request,closed,normal,2025-05-21 08:25:26,2025-05-23 10:31:15
887,1721,Payment Gateway Rejected,closed,normal,2025-12-29 10:58:51,2026-01-01 12:39:37
888,1726,Subscription Tier Upgrade Error,pending,normal,2026-05-09 08:32:37,
889,1728,Payment Gateway Rejected,closed,normal,2025-08-10 15:47:39,2025-08-15 07:45:14
890,1729,Delayed Delivery Investigation,open,normal,2026-04-17 14:14:58,
891,1730,Delayed Delivery Investigation,open,normal,2025-09-21 04:39:29,
892,1731,Account Access Reset Request,closed,critical,2026-01-03 09:43:50,2026-01-06 06:58:06
893,1731,Payment Gateway Rejected,closed,normal,2025-12-18 13:28:34,2025-12-21 14:33:57
894,1731,Payment Gateway Rejected,closed,critical,2025-12-04 11:08:44,2025-12-08 10:35:55
895,1731,Defective Hardware Return,closed,normal,2025-12-26 16:15:17,2025-12-28 22:19:24
896,1731,Payment Gateway Rejected,closed,critical,2025-12-14 07:16:12,2025-12-17 20:39:53
897,1731,Defective Hardware Return,closed,normal,2025-12-13 09:05:25,2025-12-17 21:23:49
898,1731,Account Access Reset Request,pending,critical,2025-12-09 14:21:38,
899,1731,Defective Hardware Return,open,high,2025-12-07 20:24:30,
900,1731,Payment Gateway Rejected,open,normal,2025-12-04 20:34:50,
901,1731,Payment Gateway Rejected,open,normal,2025-12-09 05:10:15,
902,1731,Payment Gateway Rejected,closed,normal,2025-12-29 13:54:28,2025-12-31 13:23:32
903,1731,Account Access Reset Request,closed,high,2025-12-09 04:20:19,2025-12-14 01:13:14
904,1731,Account Access Reset Request,pending,normal,2025-12-09 11:47:30,
905,1731,Delayed Delivery Investigation,pending,low,2025-12-13 11:20:37,
906,1735,Account Access Reset Request,closed,normal,2025-11-06 07:04:07,2025-11-10 13:54:41
907,1736,Delayed Delivery Investigation,open,normal,2025-10-17 06:40:06,
908,1737,Account Access Reset Request,open,normal,2025-06-15 14:00:00,
909,1737,Account Access Reset Request,closed,normal,2025-07-10 05:43:58,2025-07-13 14:25:42
910,1741,Payment Gateway Rejected,closed,normal,2026-04-05 08:52:08,2026-04-08 14:13:03
911,1742,Payment Gateway Rejected,closed,normal,2025-05-19 03:13:22,2025-05-23 10:00:09
912,1745,Subscription Tier Upgrade Error,closed,critical,2026-02-07 01:36:03,2026-02-08 09:51:37
913,1745,Defective Hardware Return,pending,high,2026-02-23 14:28:11,
914,1745,Defective Hardware Return,open,normal,2026-02-23 02:30:55,
915,1745,Subscription Tier Upgrade Error,pending,normal,2026-01-31 07:40:10,
916,1745,Payment Gateway Rejected,closed,high,2026-02-09 07:44:30,2026-02-10 15:22:10
917,1745,Defective Hardware Return,closed,low,2026-02-06 21:58:34,2026-02-08 06:42:44
918,1745,Delayed Delivery Investigation,open,normal,2026-01-27 05:26:35,
919,1745,Account Access Reset Request,pending,low,2026-02-17 02:49:59,
920,1746,Payment Gateway Rejected,closed,normal,2025-01-28 19:46:05,2025-01-31 03:54:27
921,1749,Defective Hardware Return,pending,normal,2026-04-03 12:53:10,
922,1749,Subscription Tier Upgrade Error,open,normal,2026-05-01 22:55:29,
923,1756,Delayed Delivery Investigation,pending,normal,2024-11-18 00:34:59,
924,1757,Payment Gateway Rejected,closed,normal,2026-01-18 02:46:40,2026-01-21 16:52:00
925,1763,Payment Gateway Rejected,open,normal,2026-02-28 22:27:37,
926,1765,Defective Hardware Return,open,normal,2025-05-09 04:01:53,
927,1765,Account Access Reset Request,closed,normal,2025-05-03 14:07:35,2025-05-05 17:15:36
928,1766,Account Access Reset Request,closed,normal,2025-08-06 10:12:34,2025-08-11 01:58:34
929,1769,Defective Hardware Return,closed,normal,2024-12-10 16:43:45,2024-12-14 20:56:31
930,1769,Payment Gateway Rejected,pending,normal,2024-12-03 01:35:29,
931,1772,Delayed Delivery Investigation,closed,normal,2024-07-19 11:55:51,2024-07-20 19:39:33
932,1775,Delayed Delivery Investigation,pending,normal,2026-02-17 23:33:48,
933,1776,Payment Gateway Rejected,closed,critical,2026-05-09 18:33:26,2026-05-10 14:21:18
934,1776,Delayed Delivery Investigation,closed,critical,2026-05-31 05:56:22,2026-06-04 21:14:51
935,1776,Defective Hardware Return,open,normal,2026-05-17 02:09:33,
936,1776,Account Access Reset Request,closed,low,2026-05-31 12:01:44,2026-06-03 22:16:20
937,1776,Payment Gateway Rejected,closed,low,2026-05-30 18:21:26,2026-06-04 08:36:25
938,1776,Delayed Delivery Investigation,closed,low,2026-05-27 17:01:37,2026-05-30 08:42:39
939,1776,Defective Hardware Return,pending,low,2026-05-30 02:52:46,
940,1777,Defective Hardware Return,closed,normal,2026-01-22 16:55:06,2026-01-24 13:00:08
941,1777,Defective Hardware Return,pending,normal,2026-01-27 21:35:06,
942,1780,Defective Hardware Return,open,normal,2025-01-31 22:23:48,
943,1786,Payment Gateway Rejected,closed,normal,2024-10-20 01:27:01,2024-10-23 08:31:34
944,1787,Payment Gateway Rejected,closed,normal,2026-03-22 19:24:00,2026-03-26 12:31:23
945,1790,Account Access Reset Request,pending,normal,2026-01-16 04:34:39,
946,1790,Delayed Delivery Investigation,open,normal,2026-02-02 21:13:25,
947,1792,Defective Hardware Return,closed,normal,2024-11-21 21:59:49,2024-11-24 09:20:39
948,1797,Account Access Reset Request,closed,normal,2025-10-25 00:51:40,2025-10-26 12:56:20
949,1798,Payment Gateway Rejected,open,normal,2025-07-02 18:09:37,
950,1799,Delayed Delivery Investigation,pending,normal,2024-08-25 08:01:11,
951,1802,Defective Hardware Return,closed,normal,2026-03-23 19:37:26,2026-03-27 06:45:26
952,1808,Payment Gateway Rejected,pending,normal,2025-12-25 19:54:01,
953,1811,Delayed Delivery Investigation,closed,normal,2025-01-04 03:07:33,2025-01-07 15:33:26
954,1813,Delayed Delivery Investigation,pending,normal,2025-09-20 09:16:39,
955,1816,Defective Hardware Return,closed,normal,2025-09-23 12:42:44,2025-09-25 22:38:21
956,1823,Subscription Tier Upgrade Error,open,normal,2024-11-15 15:18:29,
957,1839,Subscription Tier Upgrade Error,closed,normal,2026-04-28 09:26:24,2026-05-01 11:32:59
958,1839,Defective Hardware Return,closed,normal,2026-05-22 05:23:08,2026-05-26 19:23:09
959,1840,Payment Gateway Rejected,closed,normal,2024-10-31 19:57:50,2024-11-04 19:08:48
960,1840,Defective Hardware Return,open,normal,2024-10-25 11:13:07,
961,1851,Subscription Tier Upgrade Error,closed,normal,2026-03-26 04:25:38,2026-03-28 20:25:00
962,1854,Subscription Tier Upgrade Error,open,normal,2025-05-04 17:54:07,
963,1858,Account Access Reset Request,closed,normal,2024-11-07 09:02:16,2024-11-07 21:39:23
964,1861,Payment Gateway Rejected,closed,normal,2026-03-07 23:47:40,2026-03-11 15:17:29
965,1865,Subscription Tier Upgrade Error,closed,normal,2025-02-11 12:30:24,2025-02-12 12:47:31
966,1866,Payment Gateway Rejected,open,normal,2025-07-27 20:31:36,
967,1870,Subscription Tier Upgrade Error,pending,normal,2025-04-08 09:04:38,
968,1871,Delayed Delivery Investigation,closed,normal,2025-04-05 15:56:17,2025-04-10 13:59:23
