id,external_item_id,title,item_type,metadata_json
817,item_f82eba6f_817,Smart Monitor (Model 817),home_goods,"{""sku_reference"": ""SKU-448-817"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
818,item_b6dc9485_818,Wireless Apparel (Model 818),books,"{""sku_reference"": ""SKU-529-818"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.4}"
819,item_db225607_819,Wireless Pack (Model 819),apparel,"{""sku_reference"": ""SKU-328-819"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.58}"
820,item_f5aadff4_820,Wireless Tracker (Model 820),electronics,"{""sku_reference"": ""SKU-923-820"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
821,item_2c08cf30_821,Vintage Pack (Model 821),apparel,"{""sku_reference"": ""SKU-776-821"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.42}"
822,item_6e5241b8_822,Ergonomic Pack (Model 822),apparel,"{""sku_reference"": ""SKU-797-822"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.65}"
823,item_77f6904d_823,Ergonomic Apparel (Model 823),books,"{""sku_reference"": ""SKU-810-823"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.52}"
824,item_7de8738c_824,Classic Monitor (Model 824),entertainment,"{""sku_reference"": ""SKU-619-824"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
825,item_ceedb094_825,Ergonomic Kit (Model 825),electronics,"{""sku_reference"": ""SKU-647-825"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
826,item_8ae0c209_826,Premium Monitor (Model 826),apparel,"{""sku_reference"": ""SKU-918-826"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.33}"
827,item_51c134dc_827,Classic Kit (Model 827),fitness,"{""sku_reference"": ""SKU-297-827"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.23}"
828,item_652799ef_828,Ultra Hub (Model 828),apparel,"{""sku_reference"": ""SKU-166-828"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
829,item_dbd9732a_829,Eco Apparel (Model 829),entertainment,"{""sku_reference"": ""SKU-576-829"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
830,item_059b1be0_830,Ergonomic Kit (Model 830),home_goods,"{""sku_reference"": ""SKU-301-830"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.15}"
831,item_ee690543_831,Smart Monitor (Model 831),entertainment,"{""sku_reference"": ""SKU-597-831"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
832,item_b82ef561_832,Vintage Apparel (Model 832),home_goods,"{""sku_reference"": ""SKU-732-832"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.53}"
833,item_7fb2ec2c_833,Ultra Gear (Model 833),fitness,"{""sku_reference"": ""SKU-865-833"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
834,item_577e6859_834,Premium Hub (Model 834),entertainment,"{""sku_reference"": ""SKU-851-834"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.53}"
835,item_4873c5f6_835,Eco Kit (Model 835),fitness,"{""sku_reference"": ""SKU-752-835"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.25}"
836,item_8db29414_836,Eco Gear (Model 836),apparel,"{""sku_reference"": ""SKU-884-836"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
837,item_998d7274_837,Wireless Tracker (Model 837),books,"{""sku_reference"": ""SKU-358-837"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
838,item_ee1487fc_838,Ergonomic Console (Model 838),fitness,"{""sku_reference"": ""SKU-760-838"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.58}"
839,item_7dafaa63_839,Smart Console (Model 839),home_goods,"{""sku_reference"": ""SKU-737-839"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.49}"
840,item_9dcd7b6a_840,Ergonomic Apparel (Model 840),electronics,"{""sku_reference"": ""SKU-562-840"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
841,item_3ec3cd28_841,Eco Monitor (Model 841),home_goods,"{""sku_reference"": ""SKU-880-841"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.33}"
842,item_b3a34531_842,Premium Gear (Model 842),electronics,"{""sku_reference"": ""SKU-868-842"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.25}"
843,item_7615fd4d_843,Wireless Tracker (Model 843),electronics,"{""sku_reference"": ""SKU-632-843"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
844,item_e3a72bef_844,Classic Tracker (Model 844),electronics,"{""sku_reference"": ""SKU-251-844"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.1}"
845,item_efe1129f_845,Smart Tracker (Model 845),entertainment,"{""sku_reference"": ""SKU-463-845"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
846,item_0d276ad4_846,Ultra Pack (Model 846),books,"{""sku_reference"": ""SKU-882-846"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.19}"
847,item_020e4043_847,Wireless Apparel (Model 847),electronics,"{""sku_reference"": ""SKU-508-847"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.42}"
848,item_bf8c7267_848,Wireless Device (Model 848),electronics,"{""sku_reference"": ""SKU-172-848"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.24}"
849,item_607071ff_849,Wireless Apparel (Model 849),home_goods,"{""sku_reference"": ""SKU-529-849"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.58}"
850,item_2a441e70_850,Eco Kit (Model 850),apparel,"{""sku_reference"": ""SKU-499-850"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.61}"
851,item_bd1aef24_851,Vintage Kit (Model 851),books,"{""sku_reference"": ""SKU-960-851"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.3}"
852,item_a44accf4_852,Ergonomic Gear (Model 852),entertainment,"{""sku_reference"": ""SKU-410-852"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.51}"
853,item_ac2d4e2b_853,Vintage Hub (Model 853),fitness,"{""sku_reference"": ""SKU-329-853"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.25}"
854,item_921a03d9_854,Ultra Kit (Model 854),home_goods,"{""sku_reference"": ""SKU-593-854"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
855,item_15b27be9_855,Smart Device (Model 855),home_goods,"{""sku_reference"": ""SKU-731-855"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
856,item_7ec9a49f_856,Wireless Device (Model 856),fitness,"{""sku_reference"": ""SKU-124-856"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
857,item_1e669e90_857,Vintage Apparel (Model 857),fitness,"{""sku_reference"": ""SKU-882-857"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.2}"
858,item_6b0f79b1_858,Ergonomic Gear (Model 858),home_goods,"{""sku_reference"": ""SKU-201-858"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.24}"
859,item_c88457bb_859,Premium Apparel (Model 859),electronics,"{""sku_reference"": ""SKU-456-859"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.56}"
860,item_c11fa791_860,Smart Gear (Model 860),apparel,"{""sku_reference"": ""SKU-789-860"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.6}"
861,item_560d06b7_861,Smart Console (Model 861),fitness,"{""sku_reference"": ""SKU-476-861"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.41}"
862,item_e383fbc6_862,Eco Device (Model 862),electronics,"{""sku_reference"": ""SKU-378-862"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.64}"
863,item_0eefac97_863,Wireless Hub (Model 863),fitness,"{""sku_reference"": ""SKU-823-863"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.5}"
864,item_424c6818_864,Vintage Device (Model 864),books,"{""sku_reference"": ""SKU-128-864"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.24}"
865,item_622e8821_865,Classic Console (Model 865),fitness,"{""sku_reference"": ""SKU-208-865"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.18}"
866,item_828f0561_866,Wireless Console (Model 866),home_goods,"{""sku_reference"": ""SKU-640-866"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
867,item_d6558442_867,Smart Console (Model 867),fitness,"{""sku_reference"": ""SKU-240-867"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
868,item_c5fa2c79_868,Premium Gear (Model 868),entertainment,"{""sku_reference"": ""SKU-905-868"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.32}"
869,item_5984d9e5_869,Eco Pack (Model 869),entertainment,"{""sku_reference"": ""SKU-557-869"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.27}"
870,item_d4fe2987_870,Ultra Device (Model 870),books,"{""sku_reference"": ""SKU-500-870"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
871,item_997b82a2_871,Ergonomic Tracker (Model 871),apparel,"{""sku_reference"": ""SKU-801-871"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.63}"
872,item_bc122e95_872,Vintage Device (Model 872),fitness,"{""sku_reference"": ""SKU-815-872"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
873,item_e9d21761_873,Wireless Gear (Model 873),home_goods,"{""sku_reference"": ""SKU-882-873"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.6}"
874,item_048ef4bd_874,Vintage Apparel (Model 874),fitness,"{""sku_reference"": ""SKU-734-874"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.25}"
875,item_314f0d78_875,Classic Pack (Model 875),fitness,"{""sku_reference"": ""SKU-332-875"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
876,item_996aa001_876,Eco Pack (Model 876),fitness,"{""sku_reference"": ""SKU-194-876"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.61}"
877,item_3fdbadd5_877,Wireless Device (Model 877),home_goods,"{""sku_reference"": ""SKU-975-877"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.18}"
878,item_50e22622_878,Ultra Hub (Model 878),home_goods,"{""sku_reference"": ""SKU-510-878"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.44}"
879,item_4102ab23_879,Eco Kit (Model 879),fitness,"{""sku_reference"": ""SKU-551-879"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
880,item_f3c9130a_880,Classic Pack (Model 880),apparel,"{""sku_reference"": ""SKU-121-880"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.18}"
881,item_61e888eb_881,Smart Gear (Model 881),books,"{""sku_reference"": ""SKU-444-881"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.2}"
882,item_bd887af5_882,Premium Gear (Model 882),home_goods,"{""sku_reference"": ""SKU-604-882"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.18}"
883,item_5830ee1a_883,Smart Hub (Model 883),books,"{""sku_reference"": ""SKU-921-883"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.24}"
884,item_eb3b881c_884,Premium Pack (Model 884),entertainment,"{""sku_reference"": ""SKU-605-884"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.46}"
885,item_f625fd08_885,Premium Tracker (Model 885),entertainment,"{""sku_reference"": ""SKU-441-885"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.3}"
886,item_352ba195_886,Eco Pack (Model 886),apparel,"{""sku_reference"": ""SKU-194-886"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
887,item_a92efa73_887,Wireless Gear (Model 887),fitness,"{""sku_reference"": ""SKU-248-887"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.61}"
888,item_3c3fea9c_888,Smart Console (Model 888),apparel,"{""sku_reference"": ""SKU-604-888"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.55}"
889,item_dd631edf_889,Eco Monitor (Model 889),home_goods,"{""sku_reference"": ""SKU-456-889"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
890,item_e13776fe_890,Vintage Pack (Model 890),apparel,"{""sku_reference"": ""SKU-999-890"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.47}"
891,item_036ce467_891,Wireless Hub (Model 891),electronics,"{""sku_reference"": ""SKU-899-891"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.3}"
892,item_13143dd5_892,Classic Gear (Model 892),home_goods,"{""sku_reference"": ""SKU-400-892"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
893,item_642cf8aa_893,Eco Tracker (Model 893),electronics,"{""sku_reference"": ""SKU-440-893"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.28}"
894,item_f4f4fae3_894,Ergonomic Apparel (Model 894),books,"{""sku_reference"": ""SKU-786-894"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.44}"
895,item_e581316d_895,Vintage Pack (Model 895),entertainment,"{""sku_reference"": ""SKU-608-895"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
896,item_ade8df80_896,Ergonomic Hub (Model 896),books,"{""sku_reference"": ""SKU-534-896"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.31}"
897,item_15b2836d_897,Premium Hub (Model 897),electronics,"{""sku_reference"": ""SKU-304-897"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.59}"
898,item_8f2249dd_898,Wireless Device (Model 898),electronics,"{""sku_reference"": ""SKU-557-898"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
899,item_4868b967_899,Vintage Gear (Model 899),home_goods,"{""sku_reference"": ""SKU-169-899"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.33}"
900,item_cb75c30f_900,Classic Kit (Model 900),books,"{""sku_reference"": ""SKU-572-900"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.59}"
901,item_a04757ba_901,Eco Hub (Model 901),entertainment,"{""sku_reference"": ""SKU-213-901"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.26}"
902,item_b30bed1d_902,Ultra Kit (Model 902),fitness,"{""sku_reference"": ""SKU-814-902"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
903,item_a821d66b_903,Smart Device (Model 903),home_goods,"{""sku_reference"": ""SKU-293-903"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.38}"
904,item_22b92b3b_904,Ergonomic Tracker (Model 904),home_goods,"{""sku_reference"": ""SKU-272-904"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.2}"
905,item_2da6cc44_905,Ergonomic Pack (Model 905),electronics,"{""sku_reference"": ""SKU-180-905"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.59}"
906,item_aca6ebdf_906,Wireless Apparel (Model 906),books,"{""sku_reference"": ""SKU-477-906"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.1}"
907,item_dce84bed_907,Smart Tracker (Model 907),home_goods,"{""sku_reference"": ""SKU-175-907"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.63}"
908,item_6a1a7f99_908,Vintage Device (Model 908),electronics,"{""sku_reference"": ""SKU-296-908"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.49}"
909,item_989be327_909,Ultra Hub (Model 909),apparel,"{""sku_reference"": ""SKU-387-909"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.57}"
910,item_0c53e5d6_910,Ergonomic Kit (Model 910),books,"{""sku_reference"": ""SKU-999-910"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.15}"
911,item_ade2adeb_911,Eco Kit (Model 911),books,"{""sku_reference"": ""SKU-242-911"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.37}"
912,item_f1daae62_912,Classic Gear (Model 912),electronics,"{""sku_reference"": ""SKU-449-912"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.21}"
913,item_37d36e87_913,Eco Hub (Model 913),electronics,"{""sku_reference"": ""SKU-224-913"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.11}"
914,item_0617d1f2_914,Ergonomic Device (Model 914),home_goods,"{""sku_reference"": ""SKU-687-914"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.6}"
915,item_700e769a_915,Vintage Apparel (Model 915),books,"{""sku_reference"": ""SKU-184-915"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
916,item_b3acecd3_916,Wireless Monitor (Model 916),apparel,"{""sku_reference"": ""SKU-322-916"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.42}"
917,item_555a0a3b_917,Ergonomic Tracker (Model 917),apparel,"{""sku_reference"": ""SKU-353-917"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.36}"
918,item_23477ba2_918,Vintage Console (Model 918),books,"{""sku_reference"": ""SKU-128-918"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.32}"
919,item_0c92334f_919,Premium Apparel (Model 919),apparel,"{""sku_reference"": ""SKU-459-919"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
920,item_fc469b23_920,Ultra Console (Model 920),fitness,"{""sku_reference"": ""SKU-976-920"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.55}"
921,item_ad8fff07_921,Ergonomic Apparel (Model 921),fitness,"{""sku_reference"": ""SKU-149-921"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.37}"
922,item_3be0875a_922,Ergonomic Pack (Model 922),fitness,"{""sku_reference"": ""SKU-751-922"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.45}"
923,item_16dcb760_923,Ergonomic Gear (Model 923),fitness,"{""sku_reference"": ""SKU-864-923"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.26}"
924,item_5fa97733_924,Smart Gear (Model 924),apparel,"{""sku_reference"": ""SKU-976-924"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.29}"
925,item_8eb5b458_925,Ergonomic Tracker (Model 925),home_goods,"{""sku_reference"": ""SKU-390-925"", ""inventory_status"": ""backorder"", ""margin_rating"": 0.5}"
926,item_f154c5a2_926,Ergonomic Hub (Model 926),electronics,"{""sku_reference"": ""SKU-330-926"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
927,item_c2fc1f91_927,Eco Hub (Model 927),books,"{""sku_reference"": ""SKU-860-927"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
928,item_35c1c162_928,Ultra Device (Model 928),fitness,"{""sku_reference"": ""SKU-243-928"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.17}"
929,item_62ae3941_929,Eco Tracker (Model 929),home_goods,"{""sku_reference"": ""SKU-736-929"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
930,item_3febf4b8_930,Premium Tracker (Model 930),electronics,"{""sku_reference"": ""SKU-268-930"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.23}"
931,item_0ef987d1_931,Eco Tracker (Model 931),entertainment,"{""sku_reference"": ""SKU-869-931"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.14}"
932,item_31edd934_932,Classic Kit (Model 932),home_goods,"{""sku_reference"": ""SKU-701-932"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
933,item_9e4f5899_933,Premium Kit (Model 933),books,"{""sku_reference"": ""SKU-406-933"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.49}"
934,item_58220998_934,Wireless Kit (Model 934),entertainment,"{""sku_reference"": ""SKU-822-934"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.23}"
935,item_29c9d8ee_935,Ergonomic Console (Model 935),apparel,"{""sku_reference"": ""SKU-931-935"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.34}"
936,item_ef7840aa_936,Ultra Device (Model 936),home_goods,"{""sku_reference"": ""SKU-210-936"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.34}"
937,item_05dede58_937,Eco Device (Model 937),apparel,"{""sku_reference"": ""SKU-702-937"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.33}"
938,item_fe90bc6d_938,Wireless Device (Model 938),apparel,"{""sku_reference"": ""SKU-718-938"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.18}"
939,item_e5b7cf0a_939,Classic Device (Model 939),entertainment,"{""sku_reference"": ""SKU-433-939"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.48}"
940,item_59f421d1_940,Classic Kit (Model 940),entertainment,"{""sku_reference"": ""SKU-754-940"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.2}"
941,item_2ff22add_941,Vintage Console (Model 941),entertainment,"{""sku_reference"": ""SKU-537-941"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.61}"
942,item_7e125795_942,Ergonomic Kit (Model 942),entertainment,"{""sku_reference"": ""SKU-162-942"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.39}"
943,item_7ad0bc5a_943,Eco Pack (Model 943),home_goods,"{""sku_reference"": ""SKU-821-943"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
944,item_506b0129_944,Ergonomic Hub (Model 944),entertainment,"{""sku_reference"": ""SKU-896-944"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.21}"
945,item_6a42f534_945,Eco Gear (Model 945),home_goods,"{""sku_reference"": ""SKU-146-945"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.27}"
946,item_48f08de4_946,Premium Device (Model 946),entertainment,"{""sku_reference"": ""SKU-458-946"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.3}"
947,item_704f3d00_947,Ergonomic Console (Model 947),entertainment,"{""sku_reference"": ""SKU-869-947"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.17}"
948,item_9e861685_948,Wireless Device (Model 948),apparel,"{""sku_reference"": ""SKU-978-948"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.26}"
949,item_83f67231_949,Premium Kit (Model 949),electronics,"{""sku_reference"": ""SKU-219-949"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.13}"
950,item_e6d67504_950,Vintage Gear (Model 950),entertainment,"{""sku_reference"": ""SKU-856-950"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.25}"
951,item_852f7585_951,Classic Monitor (Model 951),electronics,"{""sku_reference"": ""SKU-755-951"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
952,item_d709fd0a_952,Ultra Kit (Model 952),books,"{""sku_reference"": ""SKU-328-952"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.11}"
953,item_d75b2ee1_953,Ergonomic Tracker (Model 953),home_goods,"{""sku_reference"": ""SKU-485-953"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
954,item_6680f959_954,Ultra Monitor (Model 954),books,"{""sku_reference"": ""SKU-458-954"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.36}"
955,item_1e955162_955,Ultra Pack (Model 955),apparel,"{""sku_reference"": ""SKU-589-955"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.4}"
956,item_0c61a3ae_956,Premium Console (Model 956),fitness,"{""sku_reference"": ""SKU-346-956"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.14}"
957,item_4406c6c1_957,Vintage Console (Model 957),home_goods,"{""sku_reference"": ""SKU-310-957"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.38}"
958,item_ef2bab07_958,Classic Hub (Model 958),apparel,"{""sku_reference"": ""SKU-750-958"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
959,item_53a22aa9_959,Wireless Device (Model 959),fitness,"{""sku_reference"": ""SKU-362-959"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.41}"
960,item_5aa171c2_960,Ultra Device (Model 960),apparel,"{""sku_reference"": ""SKU-496-960"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.26}"
961,item_67829b03_961,Wireless Tracker (Model 961),entertainment,"{""sku_reference"": ""SKU-590-961"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.65}"
962,item_e7afb965_962,Vintage Gear (Model 962),books,"{""sku_reference"": ""SKU-267-962"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.58}"
963,item_6a262339_963,Eco Tracker (Model 963),books,"{""sku_reference"": ""SKU-846-963"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.1}"
964,item_7fc34899_964,Ultra Console (Model 964),electronics,"{""sku_reference"": ""SKU-267-964"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
965,item_07e1e13f_965,Smart Gear (Model 965),electronics,"{""sku_reference"": ""SKU-781-965"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.25}"
966,item_5eb14ca5_966,Vintage Tracker (Model 966),electronics,"{""sku_reference"": ""SKU-757-966"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.36}"
967,item_9eb2ed1c_967,Vintage Hub (Model 967),fitness,"{""sku_reference"": ""SKU-538-967"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.54}"
968,item_24e09545_968,Wireless Console (Model 968),electronics,"{""sku_reference"": ""SKU-671-968"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.22}"
969,item_6ca27984_969,Ergonomic Gear (Model 969),entertainment,"{""sku_reference"": ""SKU-821-969"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.5}"
970,item_5e9c9400_970,Smart Pack (Model 970),home_goods,"{""sku_reference"": ""SKU-989-970"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.61}"
971,item_8e6ff089_971,Wireless Monitor (Model 971),books,"{""sku_reference"": ""SKU-604-971"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.53}"
972,item_465adc80_972,Smart Console (Model 972),home_goods,"{""sku_reference"": ""SKU-850-972"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.47}"
973,item_6e0282ea_973,Vintage Gear (Model 973),books,"{""sku_reference"": ""SKU-356-973"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
974,item_3f1e6e18_974,Classic Device (Model 974),books,"{""sku_reference"": ""SKU-642-974"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.12}"
975,item_b137ce12_975,Ultra Hub (Model 975),home_goods,"{""sku_reference"": ""SKU-228-975"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.39}"
976,item_9e2feb89_976,Ultra Hub (Model 976),fitness,"{""sku_reference"": ""SKU-213-976"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.35}"
977,item_0334fccb_977,Classic Hub (Model 977),apparel,"{""sku_reference"": ""SKU-517-977"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.19}"
978,item_e823ec3b_978,Wireless Console (Model 978),home_goods,"{""sku_reference"": ""SKU-870-978"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.43}"
979,item_4265bcff_979,Vintage Kit (Model 979),electronics,"{""sku_reference"": ""SKU-644-979"", ""inventory_status"": ""low_stock"", ""margin_rating"": 0.24}"
980,item_f75fb6d7_980,Classic Device (Model 980),home_goods,"{""sku_reference"": ""SKU-756-980"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.62}"
981,item_52cf0fb6_981,Eco Tracker (Model 981),home_goods,"{""sku_reference"": ""SKU-974-981"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.41}"
982,item_146a044c_982,Wireless Gear (Model 982),entertainment,"{""sku_reference"": ""SKU-492-982"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.3}"
983,item_d0c88d6d_983,Premium Apparel (Model 983),apparel,"{""sku_reference"": ""SKU-458-983"", ""inventory_status"": ""in_stock"", ""margin_rating"": 0.33}"
