id,profile_id,item_id,rank,reason,generated_at
6914,1383,810,4,Frequently purchased together with items in your cart,2026-05-28 10:49:24
6915,1383,355,5,Trending item in your preferred category,2026-05-27 16:37:28
6916,1384,807,1,Based on your recent viewing history,2026-05-13 17:39:46
6917,1384,707,2,New arrival matching your brand affinities,2026-05-13 14:48:40
6918,1384,714,3,Based on your recent viewing history,2026-05-13 19:36:08
6919,1384,935,4,Based on your recent viewing history,2026-05-16 09:47:28
6920,1384,1245,5,Trending item in your preferred category,2026-05-11 00:44:32
6921,1385,203,1,Based on your recent viewing history,2026-04-24 04:34:31
6922,1385,453,2,Trending item in your preferred category,2026-04-21 04:18:28
6923,1385,229,3,Frequently purchased together with items in your cart,2026-04-22 07:38:14
6924,1385,989,4,New arrival matching your brand affinities,2026-04-16 14:47:36
6925,1385,399,5,Trending item in your preferred category,2026-04-19 23:10:30
6926,1386,1479,1,New arrival matching your brand affinities,2026-02-23 00:03:58
6927,1386,1232,2,Based on your recent viewing history,2026-03-03 13:06:35
6928,1386,662,3,Trending item in your preferred category,2026-02-23 08:10:22
6929,1386,197,4,Based on your recent viewing history,2026-02-25 17:35:50
6930,1386,1295,5,Based on your recent viewing history,2026-02-28 00:47:38
6931,1387,738,1,Highly rated by users with similar profiles,2026-05-08 12:25:29
6932,1387,699,2,Highly rated by users with similar profiles,2026-05-14 06:18:41
6933,1387,828,3,Frequently purchased together with items in your cart,2026-05-15 17:03:38
6934,1387,1436,4,Frequently purchased together with items in your cart,2026-05-11 10:53:59
6935,1387,140,5,New arrival matching your brand affinities,2026-05-11 20:50:37
6936,1388,23,1,Trending item in your preferred category,2026-05-11 11:38:58
6937,1388,1116,2,Frequently purchased together with items in your cart,2026-05-09 19:52:00
6938,1388,1248,3,Frequently purchased together with items in your cart,2026-05-11 17:36:29
6939,1388,1437,4,New arrival matching your brand affinities,2026-05-19 09:06:39
6940,1388,1395,5,Highly rated by users with similar profiles,2026-05-13 13:00:00
6941,1389,970,1,Trending item in your preferred category,2026-04-01 07:10:58
6942,1389,1368,2,New arrival matching your brand affinities,2026-03-31 07:19:31
6943,1389,956,3,Based on your recent viewing history,2026-03-27 15:23:16
6944,1389,285,4,Based on your recent viewing history,2026-03-31 14:16:40
6945,1389,633,5,New arrival matching your brand affinities,2026-03-27 17:01:07
6946,1390,561,1,Trending item in your preferred category,2026-03-14 18:28:13
6947,1390,512,2,Trending item in your preferred category,2026-03-21 20:37:10
6948,1390,1321,3,Based on your recent viewing history,2026-03-17 11:54:15
6949,1390,164,4,Based on your recent viewing history,2026-03-18 21:42:24
6950,1390,1134,5,Frequently purchased together with items in your cart,2026-03-15 13:06:35
6951,1391,111,1,Trending item in your preferred category,2026-04-03 06:12:50
6952,1391,1101,2,New arrival matching your brand affinities,2026-03-31 12:13:16
6953,1391,1290,3,Based on your recent viewing history,2026-04-07 04:26:28
6954,1391,556,4,Highly rated by users with similar profiles,2026-04-07 18:01:18
6955,1391,1424,5,Based on your recent viewing history,2026-04-08 17:39:30
6956,1392,812,1,Based on your recent viewing history,2026-03-14 11:20:06
6957,1392,266,2,Trending item in your preferred category,2026-03-21 17:26:01
6958,1392,1037,3,Frequently purchased together with items in your cart,2026-03-18 00:50:40
6959,1392,1439,4,Frequently purchased together with items in your cart,2026-03-13 17:07:18
6960,1392,573,5,Based on your recent viewing history,2026-03-15 10:33:05
6961,1393,112,1,New arrival matching your brand affinities,2026-06-06 05:37:34
6962,1393,769,2,Trending item in your preferred category,2026-05-29 17:08:54
6963,1393,120,3,Frequently purchased together with items in your cart,2026-05-28 02:34:08
6964,1393,1070,4,Trending item in your preferred category,2026-06-04 18:35:12
6965,1393,344,5,New arrival matching your brand affinities,2026-05-31 14:45:15
6966,1394,1,1,Based on your recent viewing history,2026-04-29 04:54:35
6967,1394,417,2,Based on your recent viewing history,2026-05-02 16:48:38
6968,1394,740,3,Trending item in your preferred category,2026-05-06 10:47:06
6969,1394,1115,4,Based on your recent viewing history,2026-05-05 23:53:49
6970,1394,307,5,Highly rated by users with similar profiles,2026-04-28 04:24:55
6971,1395,1322,1,New arrival matching your brand affinities,2026-03-15 07:39:14
6972,1395,928,2,New arrival matching your brand affinities,2026-03-19 09:37:40
6973,1395,861,3,Trending item in your preferred category,2026-03-20 00:07:04
6974,1395,520,4,Highly rated by users with similar profiles,2026-03-18 04:23:25
6975,1395,600,5,Highly rated by users with similar profiles,2026-03-17 16:13:49
6976,1396,660,1,Trending item in your preferred category,2026-03-19 12:40:16
6977,1396,438,2,Frequently purchased together with items in your cart,2026-03-20 14:05:29
6978,1396,40,3,New arrival matching your brand affinities,2026-03-26 20:01:16
6979,1396,360,4,New arrival matching your brand affinities,2026-03-22 08:35:13
6980,1396,325,5,New arrival matching your brand affinities,2026-03-27 10:18:51
6981,1397,13,1,New arrival matching your brand affinities,2026-02-26 22:43:34
6982,1397,725,2,Trending item in your preferred category,2026-03-01 20:55:46
6983,1397,463,3,Highly rated by users with similar profiles,2026-03-01 04:20:27
6984,1397,270,4,Frequently purchased together with items in your cart,2026-02-25 20:44:27
6985,1397,43,5,New arrival matching your brand affinities,2026-02-27 04:48:43
6986,1398,1009,1,Trending item in your preferred category,2026-05-17 01:20:32
6987,1398,1297,2,Frequently purchased together with items in your cart,2026-05-08 23:34:08
6988,1398,1039,3,New arrival matching your brand affinities,2026-05-16 14:38:32
6989,1398,200,4,Frequently purchased together with items in your cart,2026-05-10 14:48:01
6990,1398,1089,5,Trending item in your preferred category,2026-05-07 22:46:30
6991,1399,1393,1,Based on your recent viewing history,2026-03-11 11:40:02
6992,1399,307,2,New arrival matching your brand affinities,2026-03-08 09:33:05
6993,1399,712,3,Based on your recent viewing history,2026-03-11 14:56:25
6994,1399,1146,4,New arrival matching your brand affinities,2026-03-11 11:50:43
6995,1399,1040,5,New arrival matching your brand affinities,2026-03-14 13:29:18
6996,1400,115,1,New arrival matching your brand affinities,2026-04-12 00:57:55
6997,1400,168,2,Highly rated by users with similar profiles,2026-04-17 11:15:37
6998,1400,1223,3,Highly rated by users with similar profiles,2026-04-08 23:40:48
6999,1400,1340,4,Frequently purchased together with items in your cart,2026-04-14 12:26:12
7000,1400,1214,5,Trending item in your preferred category,2026-04-14 11:46:40
7001,1401,178,1,Frequently purchased together with items in your cart,2026-05-11 09:40:06
7002,1401,566,2,Highly rated by users with similar profiles,2026-05-09 20:59:33
7003,1401,796,3,Trending item in your preferred category,2026-05-10 19:52:22
7004,1401,88,4,Based on your recent viewing history,2026-05-03 03:43:49
7005,1401,604,5,Frequently purchased together with items in your cart,2026-05-07 01:52:19
7006,1402,823,1,Trending item in your preferred category,2026-05-19 09:57:51
7007,1402,1095,2,Highly rated by users with similar profiles,2026-05-19 08:55:39
7008,1402,643,3,Frequently purchased together with items in your cart,2026-05-17 10:56:05
7009,1402,920,4,Frequently purchased together with items in your cart,2026-05-19 11:09:32
7010,1402,852,5,New arrival matching your brand affinities,2026-05-14 15:36:51
7011,1403,1466,1,New arrival matching your brand affinities,2026-05-23 10:51:12
7012,1403,154,2,Frequently purchased together with items in your cart,2026-05-30 09:44:51
7013,1403,1253,3,Based on your recent viewing history,2026-05-26 22:17:13
7014,1403,69,4,Trending item in your preferred category,2026-05-23 17:23:23
7015,1403,86,5,New arrival matching your brand affinities,2026-05-29 20:32:44
7016,1404,1353,1,Based on your recent viewing history,2026-03-28 18:13:34
7017,1404,1437,2,Based on your recent viewing history,2026-03-27 03:06:21
7018,1404,183,3,Based on your recent viewing history,2026-03-23 20:17:44
7019,1404,175,4,Based on your recent viewing history,2026-03-26 16:10:58
7020,1404,942,5,Frequently purchased together with items in your cart,2026-03-29 06:21:18
7021,1405,1325,1,Trending item in your preferred category,2026-04-14 23:14:33
7022,1405,529,2,Frequently purchased together with items in your cart,2026-04-12 06:25:39
7023,1405,59,3,Highly rated by users with similar profiles,2026-04-11 08:16:39
7024,1405,1052,4,Highly rated by users with similar profiles,2026-04-15 15:23:55
7025,1405,139,5,Based on your recent viewing history,2026-04-17 20:11:09
7026,1406,1237,1,Highly rated by users with similar profiles,2026-02-24 15:11:22
7027,1406,989,2,Frequently purchased together with items in your cart,2026-02-26 07:28:32
7028,1406,579,3,Based on your recent viewing history,2026-02-23 02:06:36
7029,1406,297,4,Frequently purchased together with items in your cart,2026-02-22 08:49:10
7030,1406,1113,5,Frequently purchased together with items in your cart,2026-02-23 04:55:55
7031,1407,1237,1,Highly rated by users with similar profiles,2026-03-15 07:17:41
7032,1407,852,2,Trending item in your preferred category,2026-03-21 04:17:35
7033,1407,904,3,Frequently purchased together with items in your cart,2026-03-16 14:36:42
7034,1407,1126,4,Frequently purchased together with items in your cart,2026-03-20 15:45:13
7035,1407,1016,5,Based on your recent viewing history,2026-03-19 04:21:10
7036,1408,1415,1,New arrival matching your brand affinities,2026-05-31 03:39:54
7037,1408,1308,2,New arrival matching your brand affinities,2026-05-26 19:24:37
7038,1408,1056,3,New arrival matching your brand affinities,2026-05-27 15:01:56
7039,1408,1396,4,Highly rated by users with similar profiles,2026-05-29 02:39:22
7040,1408,79,5,Trending item in your preferred category,2026-05-22 19:21:55
7041,1409,1086,1,New arrival matching your brand affinities,2026-04-16 19:34:14
7042,1409,271,2,New arrival matching your brand affinities,2026-04-22 17:56:46
7043,1409,500,3,Based on your recent viewing history,2026-04-16 00:34:07
7044,1409,674,4,Highly rated by users with similar profiles,2026-04-21 19:12:31
7045,1409,328,5,New arrival matching your brand affinities,2026-04-19 01:57:03
7046,1410,648,1,New arrival matching your brand affinities,2026-04-17 09:27:33
7047,1410,1166,2,Highly rated by users with similar profiles,2026-04-21 03:09:16
7048,1410,992,3,New arrival matching your brand affinities,2026-04-14 19:20:52
7049,1410,851,4,Highly rated by users with similar profiles,2026-04-16 19:39:04
7050,1410,915,5,Frequently purchased together with items in your cart,2026-04-19 22:36:21
7051,1411,997,1,Trending item in your preferred category,2026-02-17 22:56:05
7052,1411,276,2,Trending item in your preferred category,2026-02-21 09:08:48
7053,1411,798,3,New arrival matching your brand affinities,2026-02-24 20:13:53
7054,1411,1264,4,Based on your recent viewing history,2026-02-23 03:03:00
7055,1411,1375,5,Trending item in your preferred category,2026-02-18 06:05:43
7056,1412,512,1,Frequently purchased together with items in your cart,2026-05-31 03:19:49
7057,1412,1161,2,Trending item in your preferred category,2026-06-07 15:28:10
7058,1412,1139,3,Trending item in your preferred category,2026-06-03 20:16:42
7059,1412,83,4,New arrival matching your brand affinities,2026-06-07 01:09:18
7060,1412,621,5,Frequently purchased together with items in your cart,2026-06-04 17:17:43
7061,1413,407,1,Trending item in your preferred category,2026-05-09 17:48:12
7062,1413,728,2,New arrival matching your brand affinities,2026-05-18 14:12:37
7063,1413,964,3,Highly rated by users with similar profiles,2026-05-12 07:07:07
7064,1413,936,4,Based on your recent viewing history,2026-05-17 19:06:44
7065,1413,697,5,New arrival matching your brand affinities,2026-05-18 02:50:44
7066,1414,813,1,Trending item in your preferred category,2026-04-08 08:44:58
7067,1414,727,2,Trending item in your preferred category,2026-04-04 11:16:01
7068,1414,872,3,Based on your recent viewing history,2026-04-02 07:14:10
7069,1414,81,4,Based on your recent viewing history,2026-04-02 23:05:01
7070,1414,37,5,Highly rated by users with similar profiles,2026-04-05 15:07:17
7071,1415,1341,1,Trending item in your preferred category,2026-04-17 18:59:21
7072,1415,1221,2,Frequently purchased together with items in your cart,2026-04-18 17:16:52
7073,1415,91,3,Highly rated by users with similar profiles,2026-04-21 00:00:50
7074,1415,282,4,Trending item in your preferred category,2026-04-20 06:44:47
7075,1415,784,5,New arrival matching your brand affinities,2026-04-21 12:20:44
7076,1416,513,1,Based on your recent viewing history,2026-05-11 16:44:36
7077,1416,866,2,Highly rated by users with similar profiles,2026-05-18 10:57:58
7078,1416,520,3,New arrival matching your brand affinities,2026-05-13 01:38:55
7079,1416,60,4,Highly rated by users with similar profiles,2026-05-17 18:04:12
7080,1416,103,5,Frequently purchased together with items in your cart,2026-05-18 23:59:21
7081,1417,387,1,New arrival matching your brand affinities,2026-05-12 09:13:46
7082,1417,823,2,Trending item in your preferred category,2026-05-14 12:51:01
7083,1417,728,3,Highly rated by users with similar profiles,2026-05-09 02:50:46
7084,1417,942,4,Based on your recent viewing history,2026-05-15 21:05:49
7085,1417,91,5,Trending item in your preferred category,2026-05-12 01:19:09
7086,1418,858,1,New arrival matching your brand affinities,2026-05-30 17:57:31
7087,1418,826,2,Trending item in your preferred category,2026-05-29 08:05:40
7088,1418,1007,3,Highly rated by users with similar profiles,2026-05-30 08:33:19
7089,1418,969,4,New arrival matching your brand affinities,2026-05-27 06:15:52
7090,1418,1260,5,New arrival matching your brand affinities,2026-05-31 00:31:31
7091,1419,877,1,New arrival matching your brand affinities,2026-03-29 01:49:22
7092,1419,865,2,New arrival matching your brand affinities,2026-03-28 14:55:07
7093,1419,10,3,Based on your recent viewing history,2026-04-01 17:14:44
7094,1419,651,4,New arrival matching your brand affinities,2026-04-02 22:03:04
7095,1419,1053,5,Based on your recent viewing history,2026-03-29 18:09:45
7096,1420,203,1,Frequently purchased together with items in your cart,2026-04-06 01:11:22
7097,1420,1268,2,Trending item in your preferred category,2026-04-05 13:25:25
7098,1420,10,3,Highly rated by users with similar profiles,2026-04-07 01:48:19
7099,1420,525,4,Highly rated by users with similar profiles,2026-04-05 09:33:43
7100,1420,729,5,New arrival matching your brand affinities,2026-04-07 23:08:48
7101,1421,52,1,Trending item in your preferred category,2026-05-19 21:24:02
7102,1421,293,2,Trending item in your preferred category,2026-05-16 21:20:02
7103,1421,1177,3,Frequently purchased together with items in your cart,2026-05-21 21:41:50
7104,1421,1434,4,Trending item in your preferred category,2026-05-17 10:02:41
7105,1421,151,5,New arrival matching your brand affinities,2026-05-22 23:52:43
7106,1422,1407,1,Frequently purchased together with items in your cart,2026-06-06 05:23:04
7107,1422,475,2,New arrival matching your brand affinities,2026-06-08 00:17:55
7108,1422,1404,3,Based on your recent viewing history,2026-06-01 13:11:45
7109,1422,722,4,Based on your recent viewing history,2026-06-01 00:03:04
7110,1422,1116,5,Highly rated by users with similar profiles,2026-05-30 22:13:05
7111,1423,383,1,New arrival matching your brand affinities,2026-04-15 06:53:33
7112,1423,498,2,Frequently purchased together with items in your cart,2026-04-18 13:57:45
7113,1423,505,3,Frequently purchased together with items in your cart,2026-04-13 21:26:25
7114,1423,1417,4,New arrival matching your brand affinities,2026-04-12 18:26:26
7115,1423,1361,5,Based on your recent viewing history,2026-04-20 08:51:32
7116,1424,287,1,Highly rated by users with similar profiles,2026-05-31 07:38:02
7117,1424,676,2,Frequently purchased together with items in your cart,2026-05-29 03:24:40
7118,1424,870,3,Based on your recent viewing history,2026-05-29 05:46:04
7119,1424,522,4,Highly rated by users with similar profiles,2026-06-05 11:02:55
7120,1424,955,5,Highly rated by users with similar profiles,2026-05-29 13:24:31
7121,1425,901,1,New arrival matching your brand affinities,2026-03-12 06:24:17
7122,1425,1323,2,Trending item in your preferred category,2026-03-15 05:42:02
7123,1425,636,3,New arrival matching your brand affinities,2026-03-10 21:21:48
7124,1425,891,4,Trending item in your preferred category,2026-03-13 09:36:12
7125,1425,620,5,Trending item in your preferred category,2026-03-10 11:06:10
7126,1426,572,1,Frequently purchased together with items in your cart,2026-04-13 20:55:20
7127,1426,778,2,Trending item in your preferred category,2026-04-07 20:33:39
7128,1426,1242,3,New arrival matching your brand affinities,2026-04-08 05:30:54
7129,1426,1019,4,Based on your recent viewing history,2026-04-12 20:18:30
7130,1426,421,5,Trending item in your preferred category,2026-04-15 03:07:36
7131,1427,1277,1,Highly rated by users with similar profiles,2026-05-19 16:29:45
7132,1427,447,2,Trending item in your preferred category,2026-05-27 10:36:17
7133,1427,648,3,Trending item in your preferred category,2026-05-23 15:36:35
7134,1427,1218,4,Highly rated by users with similar profiles,2026-05-19 14:12:05
7135,1427,38,5,Based on your recent viewing history,2026-05-19 19:27:13
7136,1428,1203,1,New arrival matching your brand affinities,2026-03-27 05:41:27
7137,1428,851,2,Frequently purchased together with items in your cart,2026-03-31 02:26:31
7138,1428,19,3,Trending item in your preferred category,2026-03-23 03:12:14
7139,1428,732,4,Highly rated by users with similar profiles,2026-03-24 02:51:11
7140,1428,1468,5,Based on your recent viewing history,2026-03-23 19:46:23
7141,1429,278,1,New arrival matching your brand affinities,2026-04-13 13:54:32
7142,1429,372,2,Highly rated by users with similar profiles,2026-04-09 18:40:44
7143,1429,433,3,Highly rated by users with similar profiles,2026-04-11 09:03:19
7144,1429,1238,4,Based on your recent viewing history,2026-04-15 18:09:12
7145,1429,1077,5,Frequently purchased together with items in your cart,2026-04-14 16:16:54
7146,1430,559,1,Frequently purchased together with items in your cart,2026-04-04 22:21:29
7147,1430,1169,2,Highly rated by users with similar profiles,2026-04-04 06:11:06
7148,1430,452,3,Highly rated by users with similar profiles,2026-04-09 04:19:37
7149,1430,1482,4,New arrival matching your brand affinities,2026-04-02 23:36:03
7150,1430,737,5,Trending item in your preferred category,2026-04-05 11:55:00
7151,1431,1137,1,Based on your recent viewing history,2026-04-19 01:04:07
7152,1431,1075,2,Highly rated by users with similar profiles,2026-04-25 15:05:26
7153,1431,643,3,Highly rated by users with similar profiles,2026-04-19 15:38:36
7154,1431,509,4,Based on your recent viewing history,2026-04-20 21:33:27
7155,1431,1019,5,Trending item in your preferred category,2026-04-17 08:46:23
7156,1432,1207,1,Trending item in your preferred category,2026-03-14 19:10:11
7157,1432,389,2,Highly rated by users with similar profiles,2026-03-12 02:23:37
7158,1432,326,3,Frequently purchased together with items in your cart,2026-03-17 13:57:40
7159,1432,665,4,Frequently purchased together with items in your cart,2026-03-09 19:38:35
7160,1432,670,5,Frequently purchased together with items in your cart,2026-03-15 19:15:02
7161,1433,1091,1,Highly rated by users with similar profiles,2026-04-27 16:53:22
7162,1433,606,2,Highly rated by users with similar profiles,2026-04-29 23:32:41
7163,1433,441,3,Trending item in your preferred category,2026-05-02 14:34:56
7164,1433,838,4,Based on your recent viewing history,2026-05-06 09:25:07
7165,1433,680,5,Based on your recent viewing history,2026-05-02 13:10:27
7166,1434,984,1,Trending item in your preferred category,2026-05-10 12:33:40
7167,1434,1435,2,Frequently purchased together with items in your cart,2026-05-13 00:46:36
7168,1434,908,3,New arrival matching your brand affinities,2026-05-10 20:56:33
7169,1434,79,4,Highly rated by users with similar profiles,2026-05-09 18:25:13
7170,1434,1459,5,New arrival matching your brand affinities,2026-05-15 20:36:41
7171,1435,1019,1,Trending item in your preferred category,2026-05-31 10:10:43
7172,1435,337,2,Trending item in your preferred category,2026-06-02 01:07:02
7173,1435,777,3,Highly rated by users with similar profiles,2026-05-27 08:31:11
7174,1435,463,4,Trending item in your preferred category,2026-06-01 15:49:53
7175,1435,415,5,Highly rated by users with similar profiles,2026-05-29 13:33:10
7176,1436,561,1,Based on your recent viewing history,2026-02-24 08:55:22
7177,1436,503,2,Highly rated by users with similar profiles,2026-02-17 10:17:29
7178,1436,314,3,Based on your recent viewing history,2026-02-17 00:04:59
7179,1436,537,4,Trending item in your preferred category,2026-02-25 01:57:24
7180,1436,1140,5,Trending item in your preferred category,2026-02-22 19:11:10
7181,1437,866,1,Based on your recent viewing history,2026-04-21 20:09:29
7182,1437,337,2,Highly rated by users with similar profiles,2026-04-26 16:45:04
7183,1437,854,3,Based on your recent viewing history,2026-04-26 18:52:54
7184,1437,1024,4,Based on your recent viewing history,2026-04-26 16:51:53
7185,1437,1255,5,Based on your recent viewing history,2026-04-20 14:51:38
7186,1438,923,1,Trending item in your preferred category,2026-04-21 11:29:08
7187,1438,1102,2,Frequently purchased together with items in your cart,2026-04-21 03:25:56
7188,1438,954,3,Highly rated by users with similar profiles,2026-04-26 23:13:11
7189,1438,465,4,Based on your recent viewing history,2026-04-26 09:57:35
7190,1438,105,5,Based on your recent viewing history,2026-04-23 19:12:45
7191,1439,118,1,Highly rated by users with similar profiles,2026-04-16 22:56:39
7192,1439,1279,2,New arrival matching your brand affinities,2026-04-23 06:16:15
7193,1439,582,3,Highly rated by users with similar profiles,2026-04-18 02:58:42
7194,1439,1402,4,Highly rated by users with similar profiles,2026-04-21 05:03:59
7195,1439,549,5,Highly rated by users with similar profiles,2026-04-15 17:39:29
7196,1440,722,1,New arrival matching your brand affinities,2026-05-03 01:06:00
7197,1440,660,2,Trending item in your preferred category,2026-05-04 17:44:32
7198,1440,1350,3,Trending item in your preferred category,2026-05-10 04:07:57
7199,1440,1320,4,New arrival matching your brand affinities,2026-05-03 13:14:42
7200,1440,535,5,Based on your recent viewing history,2026-05-03 04:41:19
7201,1441,821,1,New arrival matching your brand affinities,2026-05-26 01:02:55
7202,1441,188,2,Based on your recent viewing history,2026-05-23 03:32:46
7203,1441,981,3,New arrival matching your brand affinities,2026-05-27 01:54:12
7204,1441,888,4,Based on your recent viewing history,2026-06-01 18:18:29
7205,1441,277,5,Trending item in your preferred category,2026-06-02 05:54:40
7206,1442,620,1,Frequently purchased together with items in your cart,2026-05-18 03:46:17
7207,1442,1020,2,Based on your recent viewing history,2026-05-19 15:53:41
7208,1442,1394,3,Highly rated by users with similar profiles,2026-05-11 20:22:33
7209,1442,300,4,Highly rated by users with similar profiles,2026-05-20 23:37:17
7210,1442,1403,5,Highly rated by users with similar profiles,2026-05-20 09:40:20
7211,1443,316,1,Highly rated by users with similar profiles,2026-04-24 10:07:21
7212,1443,309,2,New arrival matching your brand affinities,2026-04-23 06:35:56
7213,1443,1023,3,Highly rated by users with similar profiles,2026-04-16 11:41:48
7214,1443,50,4,Trending item in your preferred category,2026-04-22 16:57:47
7215,1443,358,5,Frequently purchased together with items in your cart,2026-04-20 04:43:37
7216,1444,1356,1,Frequently purchased together with items in your cart,2026-05-21 01:23:26
7217,1444,1320,2,Trending item in your preferred category,2026-05-19 22:38:20
7218,1444,1275,3,Highly rated by users with similar profiles,2026-05-21 22:48:12
7219,1444,1086,4,Based on your recent viewing history,2026-05-22 10:48:38
7220,1444,681,5,Based on your recent viewing history,2026-05-15 03:29:30
7221,1445,373,1,Frequently purchased together with items in your cart,2026-03-22 04:18:26
7222,1445,612,2,New arrival matching your brand affinities,2026-03-27 00:46:36
7223,1445,1039,3,New arrival matching your brand affinities,2026-03-18 22:02:45
7224,1445,1240,4,Frequently purchased together with items in your cart,2026-03-25 15:06:08
7225,1445,152,5,Highly rated by users with similar profiles,2026-03-22 11:41:40
7226,1446,1058,1,Based on your recent viewing history,2026-06-02 01:34:22
7227,1446,1035,2,Trending item in your preferred category,2026-05-30 07:26:07
7228,1446,1168,3,Based on your recent viewing history,2026-06-01 20:39:10
7229,1446,112,4,Based on your recent viewing history,2026-05-27 05:42:11
7230,1446,42,5,New arrival matching your brand affinities,2026-05-28 22:45:55
7231,1447,209,1,Trending item in your preferred category,2026-04-12 01:43:24
7232,1447,718,2,Frequently purchased together with items in your cart,2026-04-18 04:18:20
7233,1447,867,3,Trending item in your preferred category,2026-04-20 21:14:35
7234,1447,708,4,Highly rated by users with similar profiles,2026-04-18 19:43:54
7235,1447,191,5,Based on your recent viewing history,2026-04-19 17:06:45
7236,1448,575,1,Highly rated by users with similar profiles,2026-04-04 20:08:21
7237,1448,884,2,Based on your recent viewing history,2026-04-03 18:26:37
7238,1448,1377,3,Trending item in your preferred category,2026-04-09 07:17:24
7239,1448,839,4,Trending item in your preferred category,2026-04-06 11:14:47
7240,1448,217,5,Frequently purchased together with items in your cart,2026-04-05 02:26:25
7241,1449,486,1,New arrival matching your brand affinities,2026-05-01 01:07:53
7242,1449,1025,2,New arrival matching your brand affinities,2026-04-29 20:22:00
7243,1449,490,3,New arrival matching your brand affinities,2026-04-26 19:29:47
7244,1449,134,4,Based on your recent viewing history,2026-04-30 16:24:01
7245,1449,261,5,Based on your recent viewing history,2026-04-28 19:16:07
7246,1450,14,1,Trending item in your preferred category,2026-02-23 04:31:16
7247,1450,1051,2,New arrival matching your brand affinities,2026-02-22 03:28:19
7248,1450,225,3,Highly rated by users with similar profiles,2026-02-21 13:31:51
7249,1450,170,4,Highly rated by users with similar profiles,2026-02-24 18:31:53
7250,1450,436,5,Frequently purchased together with items in your cart,2026-02-21 23:10:00
7251,1451,1298,1,Trending item in your preferred category,2026-04-28 01:06:54
7252,1451,128,2,New arrival matching your brand affinities,2026-04-30 07:12:43
7253,1451,879,3,Based on your recent viewing history,2026-04-26 11:31:37
7254,1451,162,4,Trending item in your preferred category,2026-04-28 06:40:08
7255,1451,901,5,Highly rated by users with similar profiles,2026-05-03 20:36:18
7256,1452,268,1,New arrival matching your brand affinities,2026-03-12 00:10:44
7257,1452,193,2,Based on your recent viewing history,2026-03-16 12:01:36
7258,1452,842,3,New arrival matching your brand affinities,2026-03-13 02:55:43
7259,1452,306,4,New arrival matching your brand affinities,2026-03-10 16:06:27
7260,1452,502,5,New arrival matching your brand affinities,2026-03-10 16:16:58
7261,1453,378,1,New arrival matching your brand affinities,2026-04-11 05:34:33
7262,1453,508,2,Highly rated by users with similar profiles,2026-04-08 22:35:42
7263,1453,330,3,Trending item in your preferred category,2026-04-07 21:54:05
7264,1453,86,4,Trending item in your preferred category,2026-04-04 01:01:16
7265,1453,1198,5,Highly rated by users with similar profiles,2026-04-06 23:36:29
7266,1454,1355,1,Trending item in your preferred category,2026-05-13 13:51:13
7267,1454,588,2,Trending item in your preferred category,2026-05-13 02:32:20
7268,1454,79,3,Frequently purchased together with items in your cart,2026-05-18 03:22:01
7269,1454,969,4,Based on your recent viewing history,2026-05-15 17:28:37
7270,1454,1246,5,Frequently purchased together with items in your cart,2026-05-11 05:04:50
7271,1455,6,1,Highly rated by users with similar profiles,2026-04-30 19:01:10
7272,1455,1467,2,Trending item in your preferred category,2026-04-28 09:32:55
7273,1455,1093,3,Highly rated by users with similar profiles,2026-04-27 03:10:24
7274,1455,1406,4,Based on your recent viewing history,2026-05-05 13:03:16
7275,1455,1246,5,Based on your recent viewing history,2026-05-05 20:59:31
7276,1456,1359,1,Based on your recent viewing history,2026-02-25 12:57:09
7277,1456,1305,2,Based on your recent viewing history,2026-03-02 21:15:57
7278,1456,1132,3,Based on your recent viewing history,2026-03-04 14:41:11
7279,1456,49,4,Frequently purchased together with items in your cart,2026-02-24 20:55:48
7280,1456,354,5,Based on your recent viewing history,2026-02-27 01:06:11
7281,1457,1345,1,Frequently purchased together with items in your cart,2026-05-23 21:12:16
7282,1457,74,2,Highly rated by users with similar profiles,2026-05-23 02:26:42
7283,1457,1367,3,Trending item in your preferred category,2026-05-20 15:17:58
7284,1457,157,4,Trending item in your preferred category,2026-05-23 01:54:21
7285,1457,1006,5,New arrival matching your brand affinities,2026-05-22 10:11:14
7286,1458,174,1,Trending item in your preferred category,2026-05-21 03:48:17
7287,1458,423,2,Based on your recent viewing history,2026-05-23 00:45:21
7288,1458,325,3,Trending item in your preferred category,2026-05-19 05:40:11
7289,1458,1120,4,New arrival matching your brand affinities,2026-05-21 08:08:26
7290,1458,602,5,Trending item in your preferred category,2026-05-20 14:59:49
7291,1459,791,1,Highly rated by users with similar profiles,2026-04-13 09:51:24
7292,1459,367,2,Highly rated by users with similar profiles,2026-04-14 02:23:51
7293,1459,492,3,Trending item in your preferred category,2026-04-13 03:00:48
7294,1459,18,4,Highly rated by users with similar profiles,2026-04-09 04:55:39
7295,1459,936,5,Frequently purchased together with items in your cart,2026-04-08 02:52:24
7296,1460,1445,1,New arrival matching your brand affinities,2026-03-03 17:05:55
7297,1460,162,2,Based on your recent viewing history,2026-02-28 23:28:03
7298,1460,258,3,Highly rated by users with similar profiles,2026-02-27 06:42:44
7299,1460,1083,4,Frequently purchased together with items in your cart,2026-03-04 12:25:07
7300,1460,259,5,Frequently purchased together with items in your cart,2026-02-27 01:13:33
7301,1461,1210,1,Based on your recent viewing history,2026-02-23 16:14:31
